lon,lat,pop
4.81108,45.72801,736
4.81364,45.72813,186
4.82132,45.72851,17
4.82901,45.72888,324
4.83157,45.72901,294.5
4.83413,45.72913,491
4.83669,45.72926,555.5
4.83925,45.72938,200.5
4.84181,45.72951,2
4.84950,45.72988,315.5
4.85206,45.73001,690.5
4.85462,45.73013,742.5
4.85718,45.73025,324.5
4.85974,45.73038,264
4.86230,45.73050,987.5
4.86486,45.73063,327
4.86742,45.73075,109
4.86999,45.73088,194.5
4.87255,45.73100,484
4.87511,45.73112,542
4.87767,45.73125,301
4.88023,45.73137,180
4.88279,45.73149,216.5
4.88535,45.73162,596
4.88791,45.73174,193
4.89047,45.73187,373
4.89560,45.73211,15
4.89816,45.73224,248.5
4.90072,45.73236,167.5
4.90328,45.73248,413.5
4.90584,45.73261,204
4.90840,45.73273,195.5
4.91097,45.73285,523.5
4.91353,45.73297,341.5
4.91609,45.73310,339.5
4.91865,45.73322,338.5
4.95707,45.73506,27
4.96219,45.73530,20
4.96476,45.73542,125.5
4.96732,45.73554,228
4.96988,45.73567,68
4.97244,45.73579,101.5
4.97500,45.73591,151
4.97756,45.73603,118
4.98013,45.73615,87
4.73664,45.72614,35
4.75969,45.72728,1
4.76225,45.72741,6
4.76481,45.72754,6
4.77250,45.72791,12
4.77506,45.72804,96
4.77762,45.72817,84
4.78018,45.72829,311
4.78530,45.72855,64
4.78786,45.72867,62
4.79042,45.72880,79
4.79298,45.72892,41
4.79554,45.72905,99
4.79810,45.72918,89
4.80067,45.72930,46.5
4.80323,45.72943,22
4.80579,45.72955,20
4.80835,45.72968,367.5
4.81091,45.72980,515.5
4.81347,45.72993,539
4.82628,45.73056,6
4.82884,45.73068,727
4.83140,45.73081,269.5
4.83396,45.73093,682
4.83652,45.73105,777.5
4.83908,45.73118,246
4.84933,45.73168,498
4.85189,45.73180,620
4.85445,45.73193,648
4.85701,45.73205,124.5
4.85957,45.73218,479.5
4.86213,45.73230,350
4.86469,45.73242,1143.5
4.86725,45.73255,665
4.86982,45.73267,78
4.87238,45.73280,689
4.87494,45.73292,882
4.87750,45.73304,31
4.88006,45.73317,392
4.88262,45.73329,713.5
4.88518,45.73342,566.5
4.88775,45.73354,30
4.89031,45.73366,140.5
4.89287,45.73379,511
4.89543,45.73391,157
4.89799,45.73403,110.5
4.90055,45.73416,5
4.90311,45.73428,312.5
4.90567,45.73440,400.5
4.90824,45.73453,219.5
4.91080,45.73465,85.5
4.91336,45.73477,122.5
4.91592,45.73490,333.5
4.91848,45.73502,446.5
4.92104,45.73514,71
4.92361,45.73526,72
4.95947,45.73698,54
4.96203,45.73710,139
4.96459,45.73722,228
4.96715,45.73734,390.5
4.96971,45.73746,358.5
4.97228,45.73758,236
4.97484,45.73771,53
4.97740,45.73783,121
4.97996,45.73795,101
4.98252,45.73807,53.5
4.73647,45.72794,15
4.73903,45.72806,39.5
4.74159,45.72819,67
4.74415,45.72832,64.5
4.74671,45.72844,40
4.74927,45.72857,10
4.75952,45.72908,16
4.76208,45.72921,4
4.76464,45.72933,9
4.76720,45.72946,48.5
4.77232,45.72971,3
4.77488,45.72984,21
4.77744,45.72996,67.5
4.78001,45.73009,385
4.78257,45.73022,51.5
4.78513,45.73034,11
4.78769,45.73047,69
4.79025,45.73059,57
4.79281,45.73072,66.5
4.79537,45.73085,181
4.79793,45.73097,43
4.80049,45.73110,86
4.80306,45.73122,273
4.80562,45.73135,4
4.80818,45.73147,525
4.81074,45.73160,181.5
4.81330,45.73173,9.5
4.82611,45.73235,554
4.82867,45.73248,624.5
4.83123,45.73260,280
4.83379,45.73273,298.5
4.83635,45.73285,765.5
4.83891,45.73298,643.5
4.84147,45.73310,103.5
4.85172,45.73360,615.5
4.85428,45.73372,577.5
4.85684,45.73385,797.5
4.85940,45.73397,224.5
4.86196,45.73410,2
4.86452,45.73422,569.5
4.86709,45.73435,418
4.86965,45.73447,120
4.87221,45.73459,406
4.87477,45.73472,344
4.87733,45.73484,236
4.87989,45.73497,538
4.88245,45.73509,141
4.88502,45.73521,166
4.88758,45.73534,71
4.89014,45.73546,68
4.89270,45.73558,153
4.89526,45.73571,112
4.89782,45.73583,348
4.90295,45.73608,9
4.90551,45.73620,347.5
4.90807,45.73632,252
4.91063,45.73645,228.5
4.91319,45.73657,164
4.91575,45.73669,255
4.91831,45.73682,589.5
4.92088,45.73694,10
4.92344,45.73706,343
4.92600,45.73718,1
4.95674,45.73865,17.5
4.95930,45.73877,59
4.96186,45.73889,142.5
4.96442,45.73902,111
4.96699,45.73914,126.5
4.96955,45.73926,221.5
4.97211,45.73938,27
4.97467,45.73950,3
4.97723,45.73962,73
4.97979,45.73975,79.5
4.98236,45.73987,20
4.73630,45.72973,18
4.73886,45.72986,3
4.74142,45.72999,92
4.74398,45.73011,65
4.74654,45.73024,72.5
4.74910,45.73037,75
4.75166,45.73050,26.5
4.75935,45.73088,3
4.76191,45.73100,27
4.76447,45.73113,19
4.76703,45.73126,76
4.76959,45.73138,8
4.77727,45.73176,11
4.77983,45.73189,142.5
4.78239,45.73201,310.5
4.78496,45.73214,66
4.78752,45.73227,20
4.79008,45.73239,29
4.79264,45.73252,19
4.79520,45.73264,96.5
4.79776,45.73277,31
4.80032,45.73290,68
4.80288,45.73302,139.5
4.80544,45.73315,54.5
4.80801,45.73327,146.5
4.81057,45.73340,319
4.81313,45.73352,3
4.82337,45.73402,447.5
4.82593,45.73415,1058.5
4.82850,45.73427,1452
4.83106,45.73440,250
4.83362,45.73452,303
4.83618,45.73465,519.5
4.83874,45.73477,721.5
4.84130,45.73490,324.5
4.84386,45.73502,5
4.85155,45.73540,1044.5
4.85411,45.73552,379.5
4.85667,45.73565,219.5
4.85923,45.73577,52
4.86179,45.73589,27
4.86435,45.73602,404
4.86692,45.73614,549
4.86948,45.73627,583.5
4.87204,45.73639,479.5
4.87460,45.73651,940.5
4.87716,45.73664,116
4.87972,45.73676,128
4.88228,45.73689,616.5
4.88485,45.73701,391
4.88741,45.73713,574.5
4.89253,45.73738,369.5
4.89509,45.73750,89
4.89765,45.73763,129
4.90534,45.73800,84.5
4.90790,45.73812,221.5
4.91046,45.73824,224
4.91302,45.73837,388
4.91559,45.73849,497
4.91815,45.73861,107
4.92071,45.73873,507.5
4.92327,45.73886,159
4.92583,45.73898,123
4.92839,45.73910,37
4.93096,45.73923,74.5
4.93352,45.73935,43
4.95145,45.74020,2
4.95657,45.74045,15
4.95913,45.74057,61
4.96170,45.74069,79
4.96426,45.74081,101.5
4.96682,45.74094,165
4.96938,45.74106,214.5
4.97194,45.74118,61
4.97451,45.74130,149.5
4.97707,45.74142,481
4.97963,45.74154,223.5
4.73356,45.73140,30
4.73612,45.73153,72
4.73868,45.73166,4
4.74125,45.73178,68
4.74381,45.73191,74
4.74637,45.73204,97
4.74893,45.73217,60.5
4.75149,45.73229,104
4.76173,45.73280,52
4.76429,45.73293,9
4.76686,45.73305,12
4.76942,45.73318,11
4.77966,45.73368,1199.5
4.78222,45.73381,28
4.78478,45.73394,92
4.78735,45.73406,23
4.78991,45.73419,12
4.79247,45.73431,86.5
4.79503,45.73444,83
4.79759,45.73457,45
4.80015,45.73469,138.5
4.80271,45.73482,222.5
4.80527,45.73494,193.5
4.80783,45.73507,131
4.81040,45.73519,34
4.81296,45.73532,55
4.82320,45.73582,110
4.82576,45.73595,634
4.82833,45.73607,586
4.83089,45.73620,939
4.83345,45.73632,1385
4.83601,45.73645,223.5
4.83857,45.73657,1369.5
4.84113,45.73670,112
4.84882,45.73707,142
4.85138,45.73719,456.5
4.85394,45.73732,378
4.85906,45.73757,230
4.86162,45.73769,328.5
4.86419,45.73782,1554.5
4.86675,45.73794,659.5
4.86931,45.73806,943
4.87187,45.73819,85
4.87443,45.73831,817.5
4.87699,45.73844,354.5
4.87955,45.73856,696.5
4.88212,45.73868,569.5
4.88468,45.73881,559.5
4.88724,45.73893,83
4.88980,45.73905,2.5
4.89236,45.73918,2
4.90517,45.73979,6
4.90773,45.73992,75
4.91029,45.74004,194
4.91286,45.74016,226.5
4.91542,45.74029,162
4.91798,45.74041,275.5
4.92054,45.74053,477.5
4.92310,45.74065,236
4.92566,45.74078,255
4.92823,45.74090,45
4.93079,45.74102,155
4.93335,45.74115,93
4.94872,45.74188,89.5
4.95128,45.74200,47
4.95384,45.74212,3
4.95641,45.74225,423.5
4.95897,45.74237,83
4.96153,45.74249,154.5
4.96409,45.74261,115
4.96665,45.74273,134.5
4.96922,45.74285,103
4.97178,45.74298,53.5
4.97434,45.74310,86
4.97690,45.74322,199
4.97946,45.74334,126
4.98203,45.74346,99
4.72827,45.73294,6
4.73083,45.73307,6
4.73339,45.73320,17
4.73595,45.73333,103
4.73851,45.73345,109
4.74107,45.73358,21
4.74363,45.73371,42
4.74619,45.73384,80.5
4.74876,45.73396,92
4.75132,45.73409,54
4.75388,45.73422,40.5
4.75900,45.73447,41
4.76156,45.73460,62
4.76412,45.73472,13
4.76668,45.73485,1
4.76924,45.73498,4
4.77181,45.73510,17
4.77437,45.73523,77
4.77693,45.73535,5
4.77949,45.73548,101
4.78461,45.73573,389.5
4.78717,45.73586,94
4.78973,45.73599,72.5
4.79230,45.73611,91
4.79486,45.73624,132.5
4.79742,45.73636,132
4.79998,45.73649,57
4.80254,45.73661,252
4.80510,45.73674,316.5
4.80766,45.73687,62
4.81023,45.73699,35
4.81279,45.73712,2
4.82559,45.73774,1136
4.82815,45.73787,707
4.83072,45.73799,683
4.83328,45.73812,58
4.83584,45.73824,495
4.83840,45.73837,451
4.84096,45.73849,584.5
4.84352,45.73862,6
4.85121,45.73899,496
4.85377,45.73912,42
4.85633,45.73924,2
4.85889,45.73936,321
4.86145,45.73949,1272
4.86402,45.73961,1094.5
4.86658,45.73974,823
4.86914,45.73986,174.5
4.87170,45.73998,40
4.87426,45.74011,673
4.87682,45.74023,393.5
4.87939,45.74036,260
4.88195,45.74048,417
4.88451,45.74060,126.5
4.88707,45.74073,364.5
4.88963,45.74085,47
4.90756,45.74171,6
4.91013,45.74184,230.5
4.91269,45.74196,364.5
4.91525,45.74208,286.5
4.91781,45.74221,469
4.92037,45.74233,206
4.92294,45.74245,645.5
4.92550,45.74257,239.5
4.92806,45.74270,121.5
4.93062,45.74282,119.5
4.93318,45.74294,8
4.94599,45.74355,24
4.94855,45.74368,6
4.95112,45.74380,16
4.95368,45.74392,20
4.95624,45.74404,56
4.95880,45.74416,28.5
4.96136,45.74429,85.5
4.96393,45.74441,64
4.96649,45.74453,119.5
4.96905,45.74465,156
4.97161,45.74477,54
4.97417,45.74489,309.5
4.97674,45.74502,210.5
4.97930,45.74514,111
4.98186,45.74526,140
4.98442,45.74538,18
4.73065,45.73487,2
4.73322,45.73500,1
4.73578,45.73512,32
4.73834,45.73525,27
4.74090,45.73538,3
4.74346,45.73550,50
4.74602,45.73563,64
4.74858,45.73576,73
4.75114,45.73589,72.5
4.75370,45.73601,78
4.75627,45.73614,154.5
4.75883,45.73627,196.5
4.76139,45.73639,157
4.76395,45.73652,409.5
4.76651,45.73665,117
4.76907,45.73677,116.5
4.77163,45.73690,240
4.77419,45.73703,140.5
4.77676,45.73715,610.5
4.77932,45.73728,49
4.78188,45.73740,12
4.78444,45.73753,8
4.78700,45.73766,53.5
4.78956,45.73778,48.5
4.79212,45.73791,97
4.79469,45.73803,110.5
4.79725,45.73816,395.5
4.79981,45.73829,210.5
4.80237,45.73841,127.5
4.80493,45.73854,128.5
4.80749,45.73866,41
4.81005,45.73879,28
4.81774,45.73916,123.5
4.82030,45.73929,107.5
4.82542,45.73954,150.5
4.82798,45.73966,470
4.83055,45.73979,43
4.83311,45.73991,203
4.83567,45.74004,723
4.83823,45.74016,368.5
4.84079,45.74029,329.5
4.84335,45.74041,24
4.84592,45.74054,7
4.84848,45.74066,45
4.85104,45.74079,458.5
4.85360,45.74091,881.5
4.85616,45.74104,557
4.85872,45.74116,1205
4.86129,45.74129,1183.5
4.86385,45.74141,741
4.86641,45.74153,925.5
4.86897,45.74166,647.5
4.87153,45.74178,562
4.87409,45.74191,458.5
4.87666,45.74203,475
4.87922,45.74215,4
4.88178,45.74228,85.5
4.88690,45.74252,169
4.88946,45.74265,108.5
4.89203,45.74277,152
4.89459,45.74290,68
4.90227,45.74327,74.5
4.90740,45.74351,34.5
4.90996,45.74363,418.5
4.91252,45.74376,66
4.91508,45.74388,85
4.91764,45.74400,819.5
4.92021,45.74413,274
4.92277,45.74425,84.5
4.92533,45.74437,237.5
4.92789,45.74449,887
4.93045,45.74462,241
4.93302,45.74474,36.5
4.93558,45.74486,24
4.94583,45.74535,38.5
4.94839,45.74547,15
4.95607,45.74584,51
4.95864,45.74596,248
4.96120,45.74608,77
4.96376,45.74621,58
4.96632,45.74633,49.5
4.96888,45.74645,237.5
4.97145,45.74657,100
4.97401,45.74669,92.5
4.97657,45.74681,80
4.97913,45.74693,66
4.98169,45.74706,106
4.98426,45.74718,12
4.72024,45.73616,5
4.74073,45.73717,5
4.74329,45.73730,56
4.74585,45.73743,89
4.74841,45.73756,99.5
4.75097,45.73768,96
4.75353,45.73781,102
4.75609,45.73794,95
4.75865,45.73806,45.5
4.76122,45.73819,253
4.76378,45.73832,213
4.76634,45.73844,45
4.76890,45.73857,23
4.77146,45.73870,764
4.77402,45.73882,290
4.77658,45.73895,102
4.77915,45.73907,52
4.78171,45.73920,58.5
4.78427,45.73933,10
4.78939,45.73958,61
4.79195,45.73971,192
4.79451,45.73983,108
4.79708,45.73996,390
4.79964,45.74008,53
4.80220,45.74021,100
4.80476,45.74033,133.5
4.80732,45.74046,40
4.80988,45.74059,17
4.82013,45.74109,127
4.82269,45.74121,364
4.83294,45.74171,362.5
4.83806,45.74196,252.5
4.84062,45.74209,918.5
4.84318,45.74221,16
4.84831,45.74246,348.5
4.85087,45.74258,965.5
4.85343,45.74271,78
4.86112,45.74308,942
4.86368,45.74321,1070.5
4.86624,45.74333,684.5
4.86880,45.74345,623.5
4.87136,45.74358,1108
4.87392,45.74370,971
4.87649,45.74383,292
4.87905,45.74395,295
4.88673,45.74432,298
4.88930,45.74445,73.5
4.89186,45.74457,531
4.89442,45.74469,92.5
4.90979,45.74543,70
4.91235,45.74555,153.5
4.91491,45.74568,370
4.91748,45.74580,1048
4.92004,45.74592,425
4.92260,45.74605,171
4.92516,45.74617,371.5
4.92772,45.74629,23
4.93285,45.74654,3
4.93541,45.74666,53.5
4.95847,45.74776,22
4.96103,45.74788,58
4.96359,45.74800,86
4.96616,45.74812,98.5
4.96872,45.74825,123
4.97128,45.74837,118.5
4.97384,45.74849,96.5
4.97640,45.74861,50
4.97897,45.74873,85
4.98153,45.74885,27.5
4.71238,45.73757,19
4.71494,45.73770,58
4.71750,45.73782,79.5
4.72006,45.73795,115
4.72262,45.73808,27
4.74567,45.73923,58
4.74824,45.73935,43
4.75080,45.73948,60
4.75336,45.73961,8
4.75592,45.73973,76
4.75848,45.73986,66
4.76104,45.73999,46
4.76360,45.74011,43
4.76617,45.74024,24.5
4.76873,45.74037,67
4.77129,45.74049,180.5
4.77385,45.74062,225
4.77641,45.74075,52
4.77897,45.74087,4
4.78153,45.74100,28
4.78410,45.74112,75
4.78666,45.74125,27.5
4.78922,45.74138,78.5
4.79178,45.74150,272.5
4.79434,45.74163,85
4.79690,45.74175,34
4.79947,45.74188,86
4.80203,45.74201,46
4.80715,45.74226,135.5
4.80971,45.74238,10
4.81227,45.74251,19
4.81740,45.74276,982.5
4.81996,45.74288,637.5
4.82252,45.74301,806
4.82508,45.74313,578.5
4.83277,45.74351,359.5
4.83533,45.74363,993.5
4.83789,45.74376,800
4.84045,45.74388,6
4.84558,45.74413,699.5
4.84814,45.74426,1269.5
4.85070,45.74438,1633
4.85582,45.74463,37
4.85838,45.74475,509.5
4.86095,45.74488,819.5
4.86351,45.74500,1044.5
4.86607,45.74513,732
4.86863,45.74525,244.5
4.87119,45.74538,235
4.87376,45.74550,852.5
4.87632,45.74562,150
4.87888,45.74575,667.5
4.88144,45.74587,332.5
4.88400,45.74599,361.5
4.88656,45.74612,317
4.88913,45.74624,192.5
4.89169,45.74637,188.5
4.89425,45.74649,86.5
4.89681,45.74661,116
4.90962,45.74723,19
4.91218,45.74735,179
4.91475,45.74747,491.5
4.91731,45.74760,398
4.91987,45.74772,971
4.92243,45.74784,229
4.92500,45.74797,1109.5
4.92756,45.74809,116
4.93524,45.74846,4
4.93781,45.74858,4
4.94549,45.74895,8
4.96599,45.74992,20
4.96855,45.75004,41
4.97111,45.75016,57
4.97368,45.75029,37.5
4.97624,45.75041,6
4.71220,45.73937,49
4.71476,45.73949,157
4.71733,45.73962,116.5
4.71989,45.73975,101
4.72245,45.73988,79.5
4.72501,45.74000,53
4.72757,45.74013,46.5
4.73013,45.74026,31
4.73782,45.74064,5.5
4.74550,45.74102,69
4.74806,45.74115,23
4.75575,45.74153,10
4.75831,45.74166,2
4.76087,45.74178,16
4.76343,45.74191,19
4.76599,45.74204,13.5
4.76855,45.74216,45
4.77112,45.74229,246.5
4.77368,45.74242,388.5
4.77624,45.74254,305
4.77880,45.74267,68
4.78136,45.74279,160.5
4.78392,45.74292,57
4.78649,45.74305,147.5
4.78905,45.74317,74
4.79161,45.74330,238.5
4.79417,45.74342,74.5
4.79673,45.74355,24
4.79929,45.74368,662.5
4.80442,45.74393,122.5
4.80698,45.74405,628.5
4.80954,45.74418,18
4.81210,45.74430,8
4.81723,45.74456,452.5
4.81979,45.74468,599.5
4.82235,45.74481,433
4.82491,45.74493,948
4.82747,45.74506,198
4.83260,45.74531,468.5
4.83516,45.74543,42
4.83772,45.74556,201.5
4.84028,45.74568,429.5
4.84284,45.74580,739
4.84541,45.74593,972.5
4.84797,45.74605,797.5
4.85053,45.74618,593.5
4.85309,45.74630,3
4.85565,45.74643,535.5
4.85821,45.74655,438
4.86078,45.74668,657.5
4.86334,45.74680,530.5
4.86590,45.74692,481
4.86846,45.74705,451
4.87102,45.74717,375.5
4.87359,45.74730,688.5
4.87615,45.74742,73.5
4.87871,45.74754,285
4.88127,45.74767,538
4.88383,45.74779,569.5
4.88640,45.74792,258.5
4.88896,45.74804,357.5
4.89152,45.74816,132
4.89408,45.74829,12
4.89664,45.74841,61
4.89921,45.74853,3
4.90177,45.74866,79
4.90433,45.74878,543.5
4.90689,45.74890,23.5
4.90945,45.74903,308.5
4.91202,45.74915,479.5
4.91458,45.74927,238
4.91714,45.74939,221
4.91970,45.74952,193.5
4.92483,45.74976,180
4.92739,45.74989,434
4.93764,45.75038,25
4.94020,45.75050,67.5
4.94533,45.75074,67
4.94789,45.75087,21
4.96582,45.75172,2
4.70947,45.74103,9
4.71203,45.74116,115.5
4.71459,45.74129,189.5
4.71715,45.74142,104
4.71971,45.74155,77
4.72227,45.74167,141.5
4.72484,45.74180,58.5
4.72740,45.74193,104.5
4.72996,45.74206,33
4.73252,45.74218,6
4.73764,45.74244,19
4.74020,45.74256,4
4.74533,45.74282,10
4.75045,45.74307,58
4.75301,45.74320,32
4.75557,45.74333,4
4.76582,45.74383,27
4.76838,45.74396,57
4.77094,45.74409,491
4.77351,45.74421,27
4.77607,45.74434,98
4.77863,45.74447,243.5
4.78119,45.74459,239
4.78375,45.74472,103
4.78631,45.74484,78
4.78888,45.74497,14
4.79144,45.74510,121
4.79400,45.74522,59.5
4.79656,45.74535,554.5
4.79912,45.74547,222
4.80168,45.74560,245
4.80425,45.74572,250
4.80681,45.74585,2
4.80937,45.74598,56
4.81193,45.74610,94.5
4.81449,45.74623,62
4.81962,45.74648,885
4.82218,45.74660,745
4.82474,45.74673,450
4.82730,45.74685,290.5
4.82986,45.74698,52.5
4.83243,45.74710,180
4.83499,45.74723,672
4.83755,45.74735,773
4.84011,45.74748,1374.5
4.84267,45.74760,1055
4.84524,45.74773,987.5
4.84780,45.74785,1093.5
4.85036,45.74798,960
4.85292,45.74810,511.5
4.85548,45.74822,1132
4.85805,45.74835,977.5
4.86061,45.74847,125
4.86317,45.74860,269
4.86573,45.74872,929.5
4.86829,45.74885,1035
4.87086,45.74897,820.5
4.87342,45.74909,823.5
4.87598,45.74922,406.5
4.87854,45.74934,275
4.88110,45.74947,481
4.88367,45.74959,544.5
4.88623,45.74971,498.5
4.88879,45.74984,341
4.89135,45.74996,548
4.89391,45.75008,119
4.89648,45.75021,113
4.89904,45.75033,287
4.90160,45.75045,153
4.90416,45.75058,156.5
4.90672,45.75070,3
4.90929,45.75082,157.5
4.91185,45.75095,311.5
4.91441,45.75107,415
4.91697,45.75119,215
4.91954,45.75131,14
4.92210,45.75144,292.5
4.92466,45.75156,259.5
4.92722,45.75168,162
4.92978,45.75181,58
4.93747,45.75217,9
4.94260,45.75242,10
4.94516,45.75254,97
4.94772,45.75266,34
4.99641,45.75497,5.5
4.99897,45.75509,43
5.00153,45.75521,90
5.00410,45.75533,11
5.00666,45.75546,2
5.01691,45.75594,53.5
5.01947,45.75606,63
5.02203,45.75618,34
5.03741,45.75690,1
4.70929,45.74283,5
4.71185,45.74296,75.5
4.71442,45.74309,138
4.71698,45.74321,119.5
4.71954,45.74334,107
4.72210,45.74347,238
4.72466,45.74360,64.5
4.72722,45.74373,65
4.72979,45.74385,153.5
4.73235,45.74398,61
4.73491,45.74411,84.5
4.73747,45.74423,70
4.74003,45.74436,24
4.74259,45.74449,31
4.74515,45.74462,22
4.74772,45.74474,6
4.75028,45.74487,54
4.75284,45.74500,96
4.75796,45.74525,302
4.76052,45.74538,138
4.76309,45.74550,65
4.76565,45.74563,35.5
4.76821,45.74576,47
4.77077,45.74588,211.5
4.77333,45.74601,73
4.77589,45.74614,70
4.77846,45.74626,52
4.78102,45.74639,112
4.78358,45.74651,136
4.78614,45.74664,290.5
4.78870,45.74677,338
4.79127,45.74689,315
4.79383,45.74702,77.5
4.79639,45.74714,319
4.79895,45.74727,61
4.80151,45.74740,235.5
4.80407,45.74752,343.5
4.80664,45.74765,319
4.80920,45.74777,193.5
4.81176,45.74790,263
4.81432,45.74802,110
4.81688,45.74815,5
4.81945,45.74827,64
4.82201,45.74840,345
4.82457,45.74852,8
4.82713,45.74865,30
4.82969,45.74877,209
4.83482,45.74902,467.5
4.83738,45.74915,497.5
4.83994,45.74927,689.5
4.84250,45.74940,928
4.84507,45.74952,1045.5
4.84763,45.74965,925
4.85019,45.74977,928
4.85275,45.74990,954
4.85531,45.75002,1120
4.85788,45.75015,1157
4.86044,45.75027,326
4.86300,45.75039,596.5
4.86556,45.75052,621.5
4.86812,45.75064,789.5
4.87069,45.75077,544.5
4.87325,45.75089,652.5
4.87581,45.75101,1181
4.87837,45.75114,384.5
4.88093,45.75126,381.5
4.88350,45.75139,355
4.88606,45.75151,341
4.88862,45.75163,505.5
4.89118,45.75176,470
4.89375,45.75188,359.5
4.89631,45.75200,334
4.89887,45.75213,89
4.90143,45.75225,123
4.90399,45.75237,383
4.90656,45.75250,171
4.90912,45.75262,448
4.91168,45.75274,211
4.91424,45.75287,248
4.91681,45.75299,366
4.91937,45.75311,677
4.92193,45.75323,414
4.92449,45.75336,63
4.92706,45.75348,78
4.92962,45.75360,570
4.93218,45.75373,65
4.93474,45.75385,2
4.93730,45.75397,7
4.93987,45.75409,13
4.94243,45.75421,12
4.94499,45.75434,77.5
4.94755,45.75446,199.5
4.95012,45.75458,6
4.99112,45.75653,2
4.99368,45.75665,38
4.99624,45.75677,139
4.99881,45.75689,158.5
5.00137,45.75701,79
5.00393,45.75713,22
5.00649,45.75725,11
5.01418,45.75761,177.5
5.01674,45.75774,29
5.01931,45.75786,43
5.02187,45.75798,14
5.02443,45.75810,1
5.02699,45.75822,3
4.71168,45.74476,84
4.71424,45.74488,109
4.71680,45.74501,291.5
4.71936,45.74514,315.5
4.72193,45.74527,424.5
4.72449,45.74539,240
4.72705,45.74552,92.5
4.72961,45.74565,257.5
4.73217,45.74578,180
4.73473,45.74590,106.5
4.73730,45.74603,115
4.73986,45.74616,169.5
4.74242,45.74629,51
4.74498,45.74641,114.5
4.74754,45.74654,83.5
4.75010,45.74667,313
4.75267,45.74679,514
4.75523,45.74692,265.5
4.75779,45.74705,479
4.76035,45.74717,84
4.76291,45.74730,38
4.76548,45.74743,18
4.76804,45.74755,81
4.77060,45.74768,261.5
4.77316,45.74781,113.5
4.77572,45.74793,104
4.77828,45.74806,96.5
4.78085,45.74819,125
4.78341,45.74831,144.5
4.78597,45.74844,299
4.78853,45.74856,177
4.79109,45.74869,656
4.79366,45.74882,158
4.79622,45.74894,16
4.79878,45.74907,1745.5
4.80134,45.74919,9
4.80390,45.74932,66.5
4.80646,45.74944,187.5
4.80903,45.74957,595
4.81159,45.74970,298
4.81415,45.74982,56
4.81671,45.74995,158
4.81927,45.75007,130
4.82184,45.75020,174
4.82440,45.75032,203.5
4.82696,45.75045,227.5
4.82952,45.75057,766.5
4.83208,45.75070,441.5
4.83721,45.75095,138
4.83977,45.75107,283.5
4.84233,45.75120,647.5
4.84490,45.75132,1020
4.84746,45.75145,789.5
4.85002,45.75157,962
4.85258,45.75169,1000
4.85514,45.75182,1057
4.85771,45.75194,781.5
4.86027,45.75207,1
4.86539,45.75232,1039
4.86795,45.75244,806.5
4.87052,45.75256,948.5
4.87308,45.75269,598.5
4.87564,45.75281,246
4.87820,45.75294,295
4.88077,45.75306,225
4.88333,45.75318,488
4.88589,45.75331,618.5
4.88845,45.75343,642.5
4.89101,45.75355,772
4.89358,45.75368,987.5
4.89614,45.75380,173
4.89870,45.75392,146
4.90126,45.75405,54
4.90383,45.75417,280
4.90639,45.75429,222.5
4.90895,45.75442,62
4.91151,45.75454,667.5
4.91408,45.75466,58
4.91664,45.75479,549.5
4.91920,45.75491,226.5
4.92176,45.75503,103
4.92433,45.75515,39
4.92689,45.75528,368.5
4.92945,45.75540,87.5
4.93201,45.75552,56.5
4.93714,45.75577,14
4.93970,45.75589,8
4.94226,45.75601,32
4.94483,45.75613,166.5
4.94739,45.75626,184
4.96789,45.75723,10
4.97045,45.75735,50
4.97301,45.75748,18.5
4.99095,45.75832,58
4.99351,45.75845,99
4.99608,45.75857,116
4.99864,45.75869,79
5.00120,45.75881,81
5.00377,45.75893,55
5.00633,45.75905,39
5.00889,45.75917,94
5.01145,45.75929,121
5.01658,45.75953,300.5
5.01914,45.75965,5
5.02427,45.75989,7
4.71151,45.74655,130
4.71407,45.74668,90
4.71663,45.74681,554
4.71919,45.74694,327
4.72175,45.74706,564.5
4.72431,45.74719,462.5
4.72688,45.74732,374
4.72944,45.74745,177
4.73200,45.74757,100.5
4.73456,45.74770,291.5
4.73712,45.74783,66
4.73968,45.74796,16
4.74225,45.74808,45
4.74481,45.74821,61.5
4.74737,45.74834,24
4.74993,45.74846,128.5
4.75249,45.74859,1
4.75506,45.74872,55
4.75762,45.74884,169
4.76018,45.74897,71
4.76274,45.74910,13
4.76530,45.74922,193
4.76786,45.74935,40
4.77043,45.74948,4
4.77299,45.74960,25
4.77555,45.74973,86.5
4.77811,45.74986,106.5
4.78067,45.74998,49
4.78324,45.75011,359.5
4.78580,45.75023,380
4.78836,45.75036,164.5
4.79092,45.75049,80
4.79348,45.75061,163
4.79605,45.75074,100
4.79861,45.75086,428
4.80117,45.75099,736
4.80373,45.75112,112.5
4.80629,45.75124,265.5
4.80886,45.75137,350
4.81142,45.75149,167
4.81398,45.75162,97
4.81654,45.75174,294
4.81910,45.75187,54
4.82167,45.75199,114.5
4.82423,45.75212,398
4.82679,45.75224,751
4.82935,45.75237,1187
4.83191,45.75249,1041.5
4.83448,45.75262,29
4.83704,45.75274,62
4.83960,45.75287,981
4.84216,45.75299,1110
4.84473,45.75312,1365
4.84729,45.75324,951
4.84985,45.75337,1157
4.85241,45.75349,957
4.85497,45.75362,1550
4.85754,45.75374,1158
4.86522,45.75411,1096
4.86779,45.75424,1092
