lon,lat,pop
4.82064,45.68154,2
4.82320,45.68166,10
4.82576,45.68179,188
4.85646,45.68328,76
4.85902,45.68341,109
4.86158,45.68353,70.5
4.86414,45.68366,30
4.86670,45.68378,43
4.86926,45.68390,25
4.88973,45.68489,43
4.89229,45.68502,38
4.89485,45.68514,1
4.89741,45.68526,3
4.93068,45.68686,271
4.93324,45.68699,24
4.93580,45.68711,568
4.93836,45.68723,302.5
4.94092,45.68735,664.5
4.94347,45.68747,216.5
4.94603,45.68760,985.5
4.95627,45.68808,205.5
4.97163,45.68882,4
4.97675,45.68906,6
4.97931,45.68918,2
4.98187,45.68930,33
4.98442,45.68942,70.5
4.98698,45.68954,30
4.78209,45.68145,129
4.78976,45.68183,19
4.79232,45.68195,74
4.79488,45.68208,94
4.79744,45.68220,102
4.80000,45.68233,4
4.80768,45.68271,1
4.81023,45.68283,5
4.81279,45.68296,2
4.81535,45.68308,60
4.81791,45.68321,57
4.82047,45.68333,12
4.82303,45.68346,77
4.82559,45.68358,99
4.85374,45.68496,8
4.85630,45.68508,21
4.85885,45.68520,10
4.86141,45.68533,2
4.88956,45.68669,72
4.89212,45.68681,126
4.89468,45.68694,19
4.89724,45.68706,4
4.93051,45.68866,3
4.93307,45.68878,474.5
4.93563,45.68890,213
4.93819,45.68903,205
4.94075,45.68915,424
4.94331,45.68927,251.5
4.94587,45.68939,9
4.94843,45.68952,1249
4.95355,45.68976,2006.5
4.95611,45.68988,249
4.95866,45.69000,100
4.96122,45.69013,12
4.97914,45.69098,10
4.98170,45.69110,6
4.98426,45.69122,57
4.77936,45.68312,7
4.78703,45.68350,3
4.78959,45.68362,33
4.79215,45.68375,91
4.79471,45.68387,150
4.79727,45.68400,111
4.79983,45.68413,275
4.80239,45.68425,108
4.80495,45.68438,45.5
4.80750,45.68450,24
4.81006,45.68463,20
4.81774,45.68500,3
4.82030,45.68513,21
4.82286,45.68526,97
4.82542,45.68538,159
4.85357,45.68675,2
4.85613,45.68688,46.5
4.85869,45.68700,39.5
4.88684,45.68836,7
4.88940,45.68849,47
4.89195,45.68861,79
4.89451,45.68874,64
4.89707,45.68886,15
4.93290,45.69058,459
4.93546,45.69070,536
4.93802,45.69082,334.5
4.94058,45.69095,259
4.94314,45.69107,3
4.94826,45.69131,214
4.95338,45.69156,384.5
4.95594,45.69168,335.5
4.95850,45.69180,89
4.96106,45.69192,41
4.96618,45.69217,3
4.98153,45.69290,8
4.77663,45.68479,5
4.78174,45.68504,18
4.78430,45.68517,141.5
4.78686,45.68529,225.5
4.78942,45.68542,98
4.79198,45.68555,64
4.79454,45.68567,83
4.79710,45.68580,231.5
4.79966,45.68592,45
4.80222,45.68605,119.5
4.80477,45.68617,192.5
4.80733,45.68630,51
4.80989,45.68643,31
4.81245,45.68655,30
4.81501,45.68668,47
4.81757,45.68680,264
4.82013,45.68693,23
4.82269,45.68705,181
4.82525,45.68718,159
4.85340,45.68855,7
4.85596,45.68867,130
4.85852,45.68880,6
4.86107,45.68892,137
4.86363,45.68905,2
4.86875,45.68929,6
4.87131,45.68942,737.5
4.87387,45.68954,3
4.88155,45.68991,4
4.88411,45.69004,1
4.88667,45.69016,35
4.88923,45.69029,159
4.89179,45.69041,135
4.89435,45.69053,126.5
4.89690,45.69066,129.5
4.90202,45.69090,18.5
4.90970,45.69127,2
4.91226,45.69139,1
4.91482,45.69152,6
4.92250,45.69189,3
4.93274,45.69238,515.5
4.93530,45.69250,329
4.93786,45.69262,464
4.94042,45.69274,357.5
4.94298,45.69287,18.5
4.94553,45.69299,365.5
4.94809,45.69311,1511
4.95065,45.69323,213.5
4.95321,45.69335,2
4.95577,45.69348,320
4.95833,45.69360,9
4.96601,45.69396,3
4.77645,45.68659,2
4.78157,45.68684,7
4.78413,45.68696,116
4.78669,45.68709,194.5
4.78925,45.68722,68
4.79181,45.68734,73
4.79437,45.68747,109.5
4.79693,45.68759,73
4.79949,45.68772,115
4.80204,45.68785,90.5
4.80460,45.68797,145.5
4.80716,45.68810,238.5
4.80972,45.68822,80
4.81484,45.68847,19
4.81740,45.68860,75
4.81996,45.68872,120.5
4.82252,45.68885,70
4.82508,45.68897,316.5
4.82764,45.68910,12
4.85323,45.69035,110
4.85579,45.69047,386
4.85835,45.69060,669.5
4.86091,45.69072,32
4.86347,45.69084,142
4.86602,45.69097,44
4.87114,45.69122,181.5
4.87370,45.69134,3846.5
4.87626,45.69146,883
4.87882,45.69159,2
4.88138,45.69171,33
4.88906,45.69208,49
4.89162,45.69221,207
4.89418,45.69233,229
4.89674,45.69245,666
4.91209,45.69319,9
4.91977,45.69356,6
4.92233,45.69368,10
4.92489,45.69381,6
4.92745,45.69393,2
4.93001,45.69405,184.5
4.93257,45.69417,130
4.93513,45.69430,1010
4.93769,45.69442,328.5
4.94025,45.69454,745
4.94281,45.69466,516.5
4.94537,45.69479,116.5
4.94793,45.69491,368
4.95049,45.69503,769
4.95561,45.69527,130
4.95817,45.69540,48
4.96073,45.69552,93
4.96329,45.69564,33
4.98376,45.69661,7
4.98632,45.69673,6
4.98888,45.69685,19
4.78140,45.68864,48
4.78396,45.68876,53
4.78652,45.68889,34
4.78908,45.68901,28
4.79164,45.68914,21.5
4.79420,45.68927,140
4.79676,45.68939,218
4.79931,45.68952,128
4.80187,45.68964,78
4.80443,45.68977,972.5
4.80699,45.68989,303
4.80955,45.69002,58
4.81211,45.69015,25
4.81467,45.69027,24
4.81723,45.69040,38.5
4.81979,45.69052,108.5
4.82235,45.69065,23
4.82491,45.69077,100
4.82747,45.69090,17
4.85562,45.69227,120.5
4.85818,45.69239,174
4.86074,45.69252,177
4.86330,45.69264,884
4.86586,45.69277,1006.5
4.87097,45.69301,3
4.87353,45.69314,532
4.87609,45.69326,446.5
4.87865,45.69338,182
4.88121,45.69351,24
4.88377,45.69363,44.5
4.88633,45.69376,39.5
4.88889,45.69388,72
4.89145,45.69400,264
4.89401,45.69413,417
4.89657,45.69425,230
4.89913,45.69437,88.5
4.90169,45.69450,1
4.90425,45.69462,34
4.91449,45.69511,4
4.91961,45.69536,1
4.92472,45.69560,2
4.92728,45.69573,281
4.92984,45.69585,147.5
4.93240,45.69597,41
4.93496,45.69609,546
4.93752,45.69622,417.5
4.94008,45.69634,36
4.94264,45.69646,234.5
4.94520,45.69658,125.5
4.94776,45.69670,251
4.95032,45.69683,437.5
4.95288,45.69695,59
4.95544,45.69707,2307
4.95800,45.69719,96.5
4.96056,45.69731,112.5
4.96312,45.69744,7
4.98104,45.69829,16
4.98360,45.69841,31
4.98616,45.69853,68.5
4.98872,45.69865,86
4.77611,45.69018,12
4.77867,45.69031,4
4.78123,45.69043,32
4.78379,45.69056,33
4.78891,45.69081,7
4.79147,45.69094,3
4.79402,45.69106,159
4.79658,45.69119,154.5
4.79914,45.69131,194
4.80170,45.69144,94
4.80426,45.69157,100.5
4.80682,45.69169,341.5
4.80938,45.69182,8
4.81194,45.69194,27
4.81450,45.69207,4
4.81706,45.69219,50
4.81962,45.69232,72
4.82218,45.69244,53.5
4.85545,45.69407,284.5
4.85801,45.69419,76
4.86057,45.69431,156
4.86313,45.69444,60.5
4.86825,45.69469,1
4.87081,45.69481,740
4.87336,45.69493,424.5
4.87592,45.69506,688
4.87848,45.69518,343.5
4.88104,45.69531,436
4.88360,45.69543,802
4.88616,45.69555,42
4.88872,45.69568,412
4.89128,45.69580,207
4.89384,45.69592,43.5
4.89640,45.69605,95
4.89896,45.69617,141.5
4.90152,45.69629,214
4.90408,45.69642,101
4.91688,45.69703,3
4.91944,45.69715,3
4.92456,45.69740,208
4.92712,45.69752,634
4.92968,45.69765,1363.5
4.93224,45.69777,256.5
4.93480,45.69789,410.5
4.93736,45.69801,444
4.93992,45.69814,369.5
4.94248,45.69826,410
4.94504,45.69838,371
4.94760,45.69850,323
4.95015,45.69862,137
4.95271,45.69875,145.5
4.95527,45.69887,74
4.95783,45.69899,77
4.96039,45.69911,93.5
4.96295,45.69923,18
4.97319,45.69972,1
4.97575,45.69984,14
4.97831,45.69996,45.5
4.98087,45.70008,89.5
4.98343,45.70021,76
4.98599,45.70033,43.5
4.98855,45.70045,31
4.77338,45.69185,20
4.77594,45.69198,4
4.77850,45.69210,1
4.78106,45.69223,19
4.78362,45.69236,55
4.78618,45.69248,6
4.78873,45.69261,58.5
4.79129,45.69273,272.5
4.79385,45.69286,251.5
4.79641,45.69299,119.5
4.79897,45.69311,230
4.80153,45.69324,82.5
4.80409,45.69336,33
4.80665,45.69349,1232
4.81433,45.69386,5
4.81689,45.69399,28.5
4.81945,45.69412,28
4.82201,45.69424,8
4.85528,45.69586,913.5
4.85784,45.69599,9
4.86040,45.69611,169.5
4.86296,45.69624,259.5
4.86808,45.69648,589
4.87064,45.69661,444.5
4.87320,45.69673,851
4.87832,45.69698,347
4.88087,45.69710,50
4.88343,45.69723,119.5
4.88599,45.69735,181
4.88855,45.69747,122.5
4.89111,45.69760,122
4.89367,45.69772,340.5
4.89623,45.69784,220.5
4.89879,45.69797,1157.5
4.91927,45.69895,2
4.92183,45.69907,261
4.92439,45.69920,117
4.92695,45.69932,90
4.92951,45.69944,493
4.93207,45.69957,490
4.93463,45.69969,189
4.93719,45.69981,200.5
4.93975,45.69993,115
4.94231,45.70006,213.5
4.94487,45.70018,97
4.94743,45.70030,68.5
4.94999,45.70042,126
4.95255,45.70054,179
4.95767,45.70079,67
4.96023,45.70091,76
4.96279,45.70103,2
4.97303,45.70152,169.5
4.97559,45.70164,59
4.97815,45.70176,158
4.98071,45.70188,154
4.98327,45.70200,52
4.77065,45.69352,2
4.77321,45.69365,25.5
4.77577,45.69377,11
4.77833,45.69390,3
4.78344,45.69415,32
4.78600,45.69428,100
4.78856,45.69440,64
4.79112,45.69453,373.5
4.79368,45.69466,311.5
4.79624,45.69478,235
4.79880,45.69491,104
4.80136,45.69503,33
4.80392,45.69516,243
4.80648,45.69529,100.5
4.81416,45.69566,2
4.81672,45.69579,9
4.81928,45.69591,17
4.85511,45.69766,147.5
4.85767,45.69778,126.5
4.86023,45.69791,170
4.86791,45.69828,1169
4.87047,45.69840,745
4.87303,45.69853,654.5
4.87559,45.69865,595
4.87815,45.69878,105.5
4.88071,45.69890,205
4.88327,45.69902,462
4.88583,45.69915,562
4.88839,45.69927,789.5
4.89095,45.69939,90
4.89350,45.69952,194
4.89606,45.69964,127
4.89862,45.69976,409.5
4.91910,45.70075,25
4.92166,45.70087,100.5
4.92422,45.70099,131
4.92678,45.70112,142
4.92934,45.70124,332.5
4.93190,45.70136,202
4.93446,45.70149,237
4.93702,45.70161,451.5
4.93958,45.70173,108.5
4.94214,45.70185,408
4.94470,45.70197,61
4.94726,45.70210,149
4.94982,45.70222,125.5
4.95238,45.70234,115
4.97286,45.70332,4
4.97542,45.70344,79
4.97798,45.70356,109.5
4.98054,45.70368,75
4.98310,45.70380,52
4.98566,45.70392,6
4.77048,45.69532,5
4.77304,45.69544,2
4.77559,45.69557,5
4.77815,45.69570,8
4.78071,45.69582,9
4.78327,45.69595,62
4.78583,45.69608,75
4.78839,45.69620,135
4.79095,45.69633,210
4.79351,45.69645,282.5
4.79607,45.69658,117
4.79863,45.69671,180
4.80119,45.69683,4
4.80375,45.69696,24
4.80631,45.69708,60
4.80887,45.69721,91.5
4.81399,45.69746,29
4.81655,45.69758,88
4.85494,45.69946,1
4.85750,45.69958,79.5
4.86006,45.69970,83
4.86262,45.69983,548
4.86518,45.69995,478.5
4.86774,45.70008,969.5
4.87030,45.70020,281.5
4.87286,45.70033,983
4.87542,45.70045,67
4.87798,45.70057,112
4.88054,45.70070,765
4.88310,45.70082,439.5
4.88566,45.70094,615.5
4.88822,45.70107,724
4.89078,45.70119,183.5
4.89334,45.70132,163.5
4.89590,45.70144,78
4.89846,45.70156,70.5
4.91638,45.70242,6
4.91894,45.70255,131
4.92150,45.70267,151
4.92406,45.70279,125
4.92662,45.70291,97
4.92918,45.70304,108
4.93174,45.70316,637
4.93430,45.70328,416.5
4.93686,45.70340,83
4.93942,45.70353,160
4.94198,45.70365,148
4.94454,45.70377,737
4.94710,45.70389,111
4.94966,45.70402,143.5
4.95222,45.70414,52
4.97014,45.70499,5
4.97526,45.70523,59
4.97782,45.70536,93
4.98038,45.70548,60
4.98550,45.70572,3
4.76774,45.69699,12
4.77030,45.69712,10
4.77286,45.69724,13
4.77542,45.69737,6
4.77798,45.69749,3
4.78054,45.69762,14
4.78310,45.69775,7
4.78566,45.69787,44.5
4.78822,45.69800,159
4.79078,45.69812,286.5
4.79334,45.69825,360
4.79590,45.69838,199
4.79846,45.69850,67
4.80102,45.69863,51
4.80614,45.69888,2
4.85477,45.70125,15
4.85733,45.70138,124
4.85989,45.70150,187
4.86245,45.70163,351
4.86501,45.70175,187.5
4.86757,45.70187,479
4.87013,45.70200,62
4.87269,45.70212,68
4.87525,45.70225,157
4.87781,45.70237,128.5
4.88037,45.70249,382
4.88293,45.70262,347.5
4.88549,45.70274,251
4.88805,45.70287,9
4.89061,45.70299,1
4.89317,45.70311,88
4.89829,45.70336,235.5
4.90085,45.70348,652.5
4.90341,45.70361,83.5
4.91621,45.70422,36
4.91877,45.70434,228
4.92133,45.70447,20
4.92389,45.70459,5
4.92645,45.70471,40.5
4.92901,45.70483,72.5
4.93157,45.70496,101
4.93413,45.70508,60
4.93669,45.70520,93
4.93925,45.70532,209
4.94181,45.70545,203
4.94437,45.70557,123
4.94693,45.70569,96
4.94949,45.70581,53
4.95205,45.70594,57.5
4.97253,45.70691,7
4.97509,45.70703,61
4.97765,45.70715,65
4.98021,45.70727,53
4.98277,45.70740,15
4.98533,45.70752,10
4.77013,45.69891,5.5
4.77525,45.69916,2
4.78293,45.69954,7
4.78549,45.69967,23
4.78805,45.69980,126
4.79061,45.69992,80
4.79317,45.70005,519.5
4.79573,45.70017,223.5
4.79829,45.70030,104
4.80085,45.70042,62
4.85460,45.70305,15.5
4.85716,45.70317,169
4.85972,45.70330,112
4.86228,45.70342,128.5
4.86484,45.70355,85
4.86740,45.70367,183
4.86996,45.70380,395.5
4.87252,45.70392,27
4.87508,45.70404,224
4.87764,45.70417,1167.5
4.88020,45.70429,51
4.88276,45.70441,76.5
4.88532,45.70454,314.5
4.89556,45.70503,34
4.89812,45.70516,99
4.90068,45.70528,164.5
4.90324,45.70540,203.5
4.91348,45.70589,4
4.91860,45.70614,232
4.92116,45.70626,267
4.92372,45.70639,200.5
4.92628,45.70651,1
4.92884,45.70663,24
4.93140,45.70675,63
4.93396,45.70688,81
4.93652,45.70700,153
4.93908,45.70712,159.5
4.94164,45.70724,48
4.94420,45.70737,97
4.94676,45.70749,82.5
4.94932,45.70761,13
4.97237,45.70871,52.5
4.97493,45.70883,135
4.97749,45.70895,91.5
4.98005,45.70907,15
4.98261,45.70919,8
4.76740,45.70058,4
4.77252,45.70084,8
4.77508,45.70096,2
4.77764,45.70109,3
4.78532,45.70147,17
4.78788,45.70159,76.5
4.79044,45.70172,68.5
4.79300,45.70184,435.5
4.79556,45.70197,241.5
4.80067,45.70222,11
4.80323,45.70235,9
4.80579,45.70247,6
4.85443,45.70485,396
4.85699,45.70497,574
4.85955,45.70510,186.5
4.86211,45.70522,28
4.86467,45.70534,457.5
4.86723,45.70547,325
4.86979,45.70559,408.5
4.87747,45.70596,3
4.88003,45.70609,5
4.88259,45.70621,202.5
4.88515,45.70634,278.5
4.88771,45.70646,43
4.89795,45.70695,84
4.90051,45.70708,318.5
4.90307,45.70720,301.5
4.90563,45.70732,81
4.91075,45.70757,4
4.91843,45.70794,46
4.92099,45.70806,368
4.92355,45.70818,43.5
4.93379,45.70867,10
4.93636,45.70880,28.5
4.94148,45.70904,2
4.94404,45.70916,12
4.94660,45.70929,9
4.97220,45.71050,8
4.97476,45.71063,7
4.97732,45.71075,24
4.97988,45.71087,2
4.77235,45.70263,2
4.77491,45.70276,6
4.77747,45.70288,12
4.78259,45.70314,6
4.78515,45.70326,48
4.78770,45.70339,77
4.79026,45.70352,52
4.79282,45.70364,191
4.79538,45.70377,116
4.79794,45.70389,2
4.80306,45.70414,33
4.80562,45.70427,139
4.85170,45.70652,57
4.85426,45.70664,463
4.85682,45.70677,515
4.85938,45.70689,631.5
4.86194,45.70702,709
4.86450,45.70714,229.5
4.86706,45.70727,20
4.86962,45.70739,4
4.88242,45.70801,47
4.88498,45.70813,202.5
4.88754,45.70826,253
4.90034,45.70887,60.5
4.90290,45.70900,206
4.90546,45.70912,26.5
4.90802,45.70924,4
4.92083,45.70986,91
4.92339,45.70998,13
4.92595,45.71010,2
4.97203,45.71230,5
4.97716,45.71254,58
4.97972,45.71267,23
4.77217,45.70443,4.5
4.77473,45.70456,4
4.77729,45.70468,16
4.77985,45.70481,27
4.78241,45.70493,12
4.78497,45.70506,52
4.78753,45.70519,70
4.79009,45.70531,55
4.79265,45.70544,84
4.79521,45.70556,121
4.79777,45.70569,56
4.80033,45.70582,43
4.80289,45.70594,83
4.80545,45.70607,93
4.80801,45.70619,1858
4.81057,45.70632,77
4.85153,45.70832,47
4.85409,45.70844,376
4.85665,45.70857,546.5
4.85921,45.70869,477
4.86177,45.70881,459.5
4.86433,45.70894,213.5
4.86689,45.70906,11
4.88225,45.70981,53
4.88481,45.70993,268.5
4.88737,45.71005,477.5
4.88994,45.71018,3
4.92066,45.71166,9
4.92322,45.71178,19
4.97443,45.71422,22
4.77712,45.70648,4
4.77968,45.70660,9
4.78224,45.70673,6
4.78480,45.70686,61
4.78736,45.70698,73.5
4.78992,45.70711,131.5
4.79248,45.70724,54
4.79504,45.70736,53
4.79760,45.70749,62
4.80016,45.70761,153.5
4.80272,45.70774,163.5
4.80528,45.70786,40.5
4.81040,45.70811,157.5
4.81296,45.70824,632
4.81552,45.70837,255.5
4.81808,45.70849,57
4.85136,45.71011,73
4.85392,45.71024,283
4.85648,45.71036,620
4.85904,45.71049,420
4.86160,45.71061,235
4.86416,45.71074,1054.5
4.87184,45.71111,6
4.87440,45.71123,7
4.87953,45.71148,1
4.88209,45.71160,39
4.88465,45.71173,796.5
4.88721,45.71185,322
4.88977,45.71197,156.5
4.89233,45.71210,3
4.91793,45.71333,10
4.76927,45.70790,6
4.77183,45.70802,3
4.77439,45.70815,7
4.77951,45.70840,22
4.78463,45.70865,41
4.78719,45.70878,53
4.78975,45.70891,100.5
4.79231,45.70903,101
4.79487,45.70916,66
4.79743,45.70928,106
4.79999,45.70941,125
4.80255,45.70954,296
4.80511,45.70966,30.5
4.81023,45.70991,84.5
4.81279,45.71004,356.5
4.81535,45.71016,154
4.81791,45.71029,9
4.82047,45.71041,24
4.85119,45.71191,85
4.85375,45.71204,722
4.85631,45.71216,473
4.85887,45.71228,1003
4.86143,45.71241,880
4.86399,45.71253,524.5
4.87424,45.71303,7
4.87680,45.71315,2
4.87936,45.71328,1
4.88448,45.71352,14
4.88704,45.71365,231.5
4.88960,45.71377,215
4.89216,45.71389,4
4.91264,45.71488,13.5
4.91520,45.71500,23.5
4.77422,45.70995,13.5
4.78190,45.71032,4
4.78446,45.71045,23
4.78702,45.71058,69
4.78958,45.71070,28
4.79214,45.71083,40
4.79470,45.71095,45
4.79726,45.71108,171.5
4.79982,45.71121,138.5
4.80238,45.71133,391.5
4.80494,45.71146,23
4.80750,45.71158,69
4.81006,45.71171,133
4.81262,45.71183,278.5
4.81518,45.71196,147.5
4.81774,45.71208,1
4.84078,45.71321,2
4.84846,45.71358,3
4.85358,45.71383,18.5
4.86383,45.71433,4
4.88687,45.71544,1061.5
4.88943,45.71557,137
4.90735,45.71643,10
4.90991,45.71655,6
4.91247,45.71668,19.5
4.91504,45.71680,4
4.93808,45.71790,4
4.95089,45.71852,9
4.78173,45.71212,30
4.78429,45.71225,57
4.78685,45.71237,82.5
4.78941,45.71250,37
4.79197,45.71263,8
4.79453,45.71275,84
4.79709,45.71288,347
4.79965,45.71300,240.5
4.80221,45.71313,349
4.80477,45.71325,676
4.80733,45.71338,473.5
4.80989,45.71351,294
4.81245,45.71363,217.5
4.81501,45.71376,287.5
4.82013,45.71401,9
4.85597,45.71575,19
4.86110,45.71600,2
4.88158,45.71699,100.5
4.88414,45.71712,582.5
4.88670,45.71724,10
4.88926,45.71737,164.5
4.89182,45.71749,79.5
4.89950,45.71786,28
4.90719,45.71823,20
4.90975,45.71835,91.5
4.91231,45.71847,309
4.91487,45.71860,142.5
4.91743,45.71872,19
4.95328,45.72044,3
4.96096,45.72080,3
4.97121,45.72129,1
4.77387,45.71354,3
4.77643,45.71367,11
4.77899,45.71379,31
4.78155,45.71392,72
4.78411,45.71404,49
4.78667,45.71417,49.5
4.78923,45.71430,53
4.79179,45.71442,19.5
4.79436,45.71455,593.5
4.79692,45.71467,275
4.79948,45.71480,395.5
4.80204,45.71493,519.5
4.80460,45.71505,657.5
4.80716,45.71518,466.5
4.80972,45.71530,505.5
4.81228,45.71543,388.5
4.81484,45.71555,8
4.81740,45.71568,361
4.81996,45.71580,243
4.85837,45.71768,282
4.86093,45.71780,32
4.86349,45.71792,129
4.86605,45.71805,5
4.87117,45.71830,137
4.88653,45.71904,19
4.88909,45.71916,414
4.89165,45.71929,365.5
4.89421,45.71941,2
4.91214,45.72027,51.5
4.91470,45.72040,363
4.91982,45.72064,2
4.77626,45.71546,11
4.77882,45.71559,24
4.78138,45.71572,58
4.78394,45.71584,11
4.78650,45.71597,311.5
4.78906,45.71609,150.5
4.79162,45.71622,15
4.79418,45.71635,392
4.79674,45.71647,198
4.79930,45.71660,149
4.80186,45.71672,140
4.80443,45.71685,431.5
4.80699,45.71697,565.5
4.80955,45.71710,516.5
4.81211,45.71722,493
4.81467,45.71735,136
4.81723,45.71748,433
4.81979,45.71760,49
4.85051,45.71910,88
4.85307,45.71922,16.5
4.85564,45.71935,88
4.85820,45.71947,84
4.86076,45.71960,58
4.86332,45.71972,55
4.86588,45.71985,50
4.86844,45.71997,421
4.87100,45.72009,70
4.87868,45.72046,11
4.88892,45.72096,498
4.89149,45.72108,245
4.89405,45.72121,231.5
4.90941,45.72195,1
4.91709,45.72232,17
4.94014,45.72342,3
4.77865,45.71739,15
4.78121,45.71751,9.5
4.78377,45.71764,417.5
4.78633,45.71776,193
4.78889,45.71789,180.5
4.79145,45.71802,219
4.79401,45.71814,147
4.79657,45.71827,180.5
4.79913,45.71839,277.5
4.80169,45.71852,256
4.80425,45.71865,628.5
4.80681,45.71877,119.5
4.80938,45.71890,21
4.81194,45.71902,659.5
4.81450,45.71915,2
4.81706,45.71927,117.5
4.82218,45.71952,4
4.85547,45.72115,338
4.85803,45.72127,209.5
4.86571,45.72164,135.5
4.86827,45.72177,323.5
4.87339,45.72201,27
4.87595,45.72214,167
4.87851,45.72226,116
4.88107,45.72239,362
4.88363,45.72251,555.5
4.88620,45.72263,198
4.88876,45.72276,24
4.89132,45.72288,261.5
4.89388,45.72300,365.5
4.90668,45.72362,2
4.91693,45.72411,6
4.91949,45.72424,2
4.93998,45.72522,3
4.96559,45.72644,1
4.97071,45.72668,4
4.78104,45.71931,533.5
4.78360,45.71944,64
4.78616,45.71956,78
4.78872,45.71969,17
4.79128,45.71981,983.5
4.79384,45.71994,45.5
4.79640,45.72007,90
4.79896,45.72019,377
4.80152,45.72032,245
4.80408,45.72044,300.5
4.80664,45.72057,3
4.80920,45.72069,49
4.81176,45.72082,82.5
4.81433,45.72094,3.5
4.85530,45.72294,431
4.85786,45.72307,201
4.86042,45.72319,395.5
4.86298,45.72332,400.5
4.86554,45.72344,242
4.86810,45.72356,514.5
4.87066,45.72369,993
4.87322,45.72381,468.5
4.87578,45.72394,335.5
4.87834,45.72406,347
4.88090,45.72418,77
4.88347,45.72431,172.5
4.88603,45.72443,490
4.88859,45.72455,280.5
4.89115,45.72468,198
4.89627,45.72492,4
4.89883,45.72505,19
4.90395,45.72529,16
4.90651,45.72542,9
4.90908,45.72554,8.5
4.91164,45.72566,337.5
4.92444,45.72628,31.5
4.97054,45.72848,1
4.78087,45.72111,118
4.78343,45.72123,15
4.78599,45.72136,3
4.78855,45.72148,28
4.79111,45.72161,5
4.79367,45.72174,17
4.79623,45.72186,126
4.79879,45.72199,129
4.80135,45.72211,71
4.80391,45.72224,293.5
4.80647,45.72236,122.5
4.80903,45.72249,34.5
4.81159,45.72262,162
4.81415,45.72274,9
4.82952,45.72349,5
4.85513,45.72474,442
4.85769,45.72486,429.5
4.86025,45.72499,441
4.86281,45.72511,286.5
4.86537,45.72524,934
4.86793,45.72536,384.5
4.87049,45.72548,589
4.87305,45.72561,872
4.87561,45.72573,259.5
4.87818,45.72586,480.5
4.88074,45.72598,244
4.88330,45.72610,109
4.88586,45.72623,256
4.88842,45.72635,115
4.89098,45.72647,191.5
4.89354,45.72660,5
4.89866,45.72684,42
4.90122,45.72697,36
4.90635,45.72721,6
4.90891,45.72734,1715.5
4.91147,45.72746,528.5
4.91403,45.72758,70
4.91659,45.72771,557
4.91915,45.72783,140.5
4.92171,45.72795,354.5
4.92427,45.72807,60.5
4.96782,45.73015,8.5
4.78069,45.72290,92.5
4.78325,45.72303,52
4.78582,45.72316,88.5
4.78838,45.72328,69.5
4.79094,45.72341,5
4.79350,45.72353,70
4.79606,45.72366,86
4.79862,45.72378,68
4.80118,45.72391,65.5
4.80374,45.72404,477
4.80630,45.72416,226
4.80886,45.72429,69
4.81142,45.72441,162.5
4.81398,45.72454,111
4.81654,45.72466,201
4.82679,45.72516,117
4.82935,45.72529,3
4.84215,45.72591,3
4.85496,45.72654,1118
4.85752,45.72666,376.5
4.86008,45.72678,508
4.86264,45.72691,33
4.86520,45.72703,56
4.86776,45.72716,1408
4.87032,45.72728,1341
4.87288,45.72741,10
4.87545,45.72753,264.5
4.87801,45.72765,395.5
4.88057,45.72778,459
4.88313,45.72790,139.5
4.88569,45.72802,631.5
4.88825,45.72815,150
4.89081,45.72827,223
4.90106,45.72877,138
4.90362,45.72889,583
4.90618,45.72901,265.5
4.90874,45.72913,107
4.91130,45.72926,169.5
4.91386,45.72938,148.5
4.91642,45.72950,512.5
4.91898,45.72963,602
4.92155,45.72975,63.5
4.97277,45.73219,57
4.97790,45.73244,2
4.77796,45.72457,138.5
4.78052,45.72470,241.5
4.78308,45.72483,67.5
4.78564,45.72495,47
4.78820,45.72508,29.5
4.79076,45.72520,17.5
4.79589,45.72546,33.5
4.79845,45.72558,55
4.80101,45.72571,54
4.80357,45.72583,32
4.80613,45.72596,7
4.80869,45.72608,716
4.81125,45.72621,44
4.81381,45.72634,189.5
4.81637,45.72646,265.5
4.82662,45.72696,2
4.83686,45.72746,56.5
4.84454,45.72784,4
4.84967,45.72808,1516
4.85223,45.72821,455.5
4.85479,45.72833,313
4.85735,45.72846,640.5
4.85991,45.72858,529
4.86247,45.72871,164.5
4.86503,45.72883,1457.5
4.86759,45.72895,248.5
4.87015,45.72908,366
4.87528,45.72933,1600
4.87784,45.72945,310
4.88040,45.72957,428.5
4.88296,45.72970,971
4.88552,45.72982,363
4.88808,45.72995,66.5
4.89064,45.73007,2
4.89320,45.73019,468.5
4.89577,45.73032,24
4.89833,45.73044,197
4.90089,45.73056,2
4.90345,45.73069,299.5
4.90601,45.73081,218.5
4.90857,45.73093,125
4.91113,45.73105,373
4.91369,45.73118,522
4.91626,45.73130,688.5
4.91882,45.73142,172.5
4.92650,45.73179,16
4.96492,45.73362,4
4.96748,45.73375,2
4.97005,45.73387,60.5
4.97261,45.73399,34.5
4.97517,45.73411,61
4.97773,45.73423,108
4.77523,45.72624,56
4.77779,45.72637,151
4.78035,45.72650,15.5
4.78291,45.72662,30
4.78547,45.72675,29
4.78803,45.72688,86
4.79059,45.72700,42
4.79315,45.72713,11
4.79571,45.72725,42
4.79828,45.72738,57
4.80084,45.72750,6
4.80340,45.72763,22
4.80596,45.72776,73.5
4.80852,45.72788,26
