lon,lat,jobs
4.77343,45.82545,7.9
4.77308,45.82904,1.3
4.77291,45.83084,1.3
4.77274,45.83263,2.5
4.77257,45.83443,14.6
4.77239,45.83623,208.6
4.77222,45.83802,41.3
4.77205,45.83982,70.1
4.77187,45.84162,1.3
4.77170,45.84341,3.8
4.77153,45.84521,15.4
4.76495,45.91348,1.6
4.79627,45.61354,45.2
4.79336,45.64409,1.6
4.79319,45.64589,1.6
4.79302,45.64768,4.4
4.79285,45.64948,40.5
4.79268,45.65128,1.6
4.79251,45.65307,4.4
4.79096,45.66925,1.5
4.79079,45.67104,1.5
4.79045,45.67464,1.5
4.79028,45.67644,2.9
4.79011,45.67823,145.9
4.78994,45.68003,33.7
4.78976,45.68183,25.9
4.78959,45.68362,3.9
4.78942,45.68542,3.9
4.78925,45.68722,10.3
4.78908,45.68901,3.9
4.78770,45.70339,1.5
4.78736,45.70698,2.9
4.78702,45.71058,1.5
4.78650,45.71597,1.8
4.78599,45.72136,21.2
4.78582,45.72316,1.4
4.78564,45.72495,12.2
4.78496,45.73214,71.2
4.78461,45.73573,1.4
4.78410,45.74112,4.2
4.78392,45.74292,8.4
4.78375,45.74472,9.7
4.78358,45.74651,1.8
4.78324,45.75011,6.5
4.78306,45.75191,18.4
4.78289,45.75370,46.3
4.78272,45.75550,88.5
4.78255,45.75730,57.0
4.78238,45.75909,11.0
4.78220,45.76089,18.7
4.78203,45.76269,115.7
4.78186,45.76448,339.8
4.78169,45.76628,37.5
4.78151,45.76808,745.2
4.78100,45.77347,446.9
4.78083,45.77526,88.4
4.78048,45.77886,4.4
4.78031,45.78065,182.2
4.78014,45.78245,47.5
4.77996,45.78425,173.0
4.77979,45.78604,48.0
4.77962,45.78784,31.1
4.77945,45.78964,25.6
4.77910,45.79323,373.2
4.77858,45.79862,59.3
4.77841,45.80042,222.7
4.77824,45.80222,11.3
4.77807,45.80401,199.1
4.77789,45.80581,773.9
4.77772,45.80761,257.4
4.77755,45.80940,168.5
4.77738,45.81120,335.0
4.77720,45.81300,3.3
4.77703,45.81479,60.9
4.77669,45.81839,3.3
4.77479,45.83815,1.3
4.79883,45.61367,96.4
4.79866,45.61546,1.8
4.79643,45.63882,1.6
4.79609,45.64242,1.6
4.79592,45.64422,1.6
4.79575,45.64601,32.3
4.79558,45.64781,119.2
4.79541,45.64961,119.2
4.79524,45.65140,17.0
4.79506,45.65320,11.5
4.79489,45.65500,17.5
4.79455,45.65859,7.7
4.79404,45.66398,31.7
4.79387,45.66578,4.4
4.79249,45.68016,1242.2
4.79232,45.68195,65.9
4.79215,45.68375,30.3
4.79181,45.68734,15.6
4.79147,45.69094,365.6
4.79129,45.69273,2.9
4.79112,45.69453,22.0
4.79095,45.69633,21.0
4.79044,45.70172,1.5
4.79026,45.70352,1.5
4.78992,45.70711,1.5
4.78975,45.70891,1.5
4.78906,45.71609,100.0
4.78889,45.71789,3.6
4.78872,45.71969,8.4
4.78838,45.72328,1.4
4.78803,45.72688,3.7
4.78769,45.73047,28.6
4.78752,45.73227,80.1
4.78735,45.73406,48.7
4.78717,45.73586,2.8
4.78700,45.73766,140.1
4.78649,45.74305,1.4
4.78631,45.74484,83.6
4.78614,45.74664,20.2
4.78597,45.74844,5.3
4.78580,45.75023,92.0
4.78545,45.75383,100.9
4.78511,45.75742,48.7
4.78494,45.75922,5.7
4.78477,45.76102,3.9
4.78442,45.76461,52.3
4.78425,45.76641,72.4
4.78408,45.76820,20.0
4.78373,45.77180,89.5
4.78356,45.77359,1.6
4.78304,45.77898,18.6
4.78253,45.78437,50.7
4.78235,45.78617,110.8
4.78218,45.78797,206.8
4.78201,45.78976,6.0
4.78184,45.79156,8.2
4.78132,45.79695,3.5
4.78115,45.79875,1.2
4.78098,45.80055,1.2
4.78080,45.80234,655.2
4.78063,45.80414,326.1
4.78046,45.80594,340.1
4.78029,45.80773,75.1
4.78011,45.80953,803.9
4.77994,45.81133,60.5
4.77839,45.82750,1.3
4.77787,45.83289,1.3
4.77735,45.83828,12.1
4.77147,45.89936,17.5
4.77026,45.91194,1.6
4.77008,45.91374,1.6
4.76974,45.91733,6.0
4.80138,45.61379,1.8
4.80121,45.61559,49.4
4.79916,45.63715,2.1
4.79899,45.63895,1.6
4.79848,45.64434,4.9
4.79796,45.64973,4.4
4.79779,45.65153,39.0
4.79762,45.65333,2.1
4.79745,45.65512,2.1
4.79711,45.65872,1.6
4.79659,45.66411,1.6
4.79488,45.68208,8.8
4.79471,45.68387,2.9
4.79454,45.68567,145.9
4.79437,45.68747,3.9
4.79420,45.68927,14.2
4.79402,45.69106,1.5
4.79385,45.69286,1.5
4.79368,45.69466,168.4
4.79351,45.69645,158.1
4.79334,45.69825,409.5
4.79317,45.70005,1.5
4.79300,45.70184,21.0
4.79282,45.70364,1.5
4.79162,45.71622,4.8
4.79145,45.71802,3.6
4.79128,45.71981,11.4
4.79042,45.72880,13.6
4.78991,45.73419,379.1
4.78939,45.73958,11.2
4.78922,45.74138,1.4
4.78888,45.74497,13.6
4.78870,45.74677,947.2
4.78836,45.75036,14.2
4.78819,45.75216,8.3
4.78802,45.75395,3.6
4.78784,45.75575,4.7
4.78767,45.75755,41.0
4.78750,45.75934,6.5
4.78733,45.76114,5.3
4.78698,45.76474,34.7
4.78681,45.76653,1.9
4.78664,45.76833,14.2
4.78647,45.77013,449.6
4.78630,45.77192,8.2
4.78595,45.77552,573.5
4.78578,45.77731,493.8
4.78561,45.77911,3.3
4.78543,45.78091,42.0
4.78526,45.78270,13.6
4.78509,45.78450,4.9
4.78492,45.78630,15.8
4.78475,45.78809,132.9
4.78457,45.78989,44.2
4.78440,45.79169,8.2
4.78423,45.79348,3.1
4.78388,45.79708,3.1
4.78371,45.79887,1.2
4.78337,45.80247,617.0
4.78320,45.80427,106.1
4.78302,45.80606,14.4
4.78199,45.81684,1.3
4.78113,45.82583,2.5
4.78044,45.83301,1.3
4.77992,45.83840,3.3
4.77975,45.84020,1.3
4.77421,45.89769,25.7
4.77283,45.91207,9.8
4.77265,45.91386,1.6
4.77248,45.91566,1.6
4.80138,45.64087,1.6
4.80086,45.64626,3.3
4.80069,45.64806,2.1
4.80052,45.64986,1.6
4.80035,45.65166,30.5
4.80018,45.65345,2.1
4.79658,45.69119,1.5
4.79641,45.69299,110.8
4.79624,45.69478,25.9
4.79607,45.69658,72.7
4.79590,45.69838,35.6
4.79573,45.70017,9.3
4.79556,45.70197,280.7
4.79538,45.70377,6.8
4.79504,45.70736,10.3
4.79436,45.71455,4.8
4.79418,45.71635,44.9
4.79367,45.72174,366.6
4.79350,45.72353,3.6
4.79333,45.72533,71.7
4.79281,45.73072,1.4
4.79264,45.73252,13.6
4.79230,45.73611,1.4
4.79195,45.73971,8.9
4.79178,45.74150,6.6
4.79161,45.74330,27.2
4.79144,45.74510,8.4
4.79127,45.74689,19.5
4.79109,45.74869,6.7
4.79092,45.75049,23.7
4.79075,45.75228,181.1
4.79058,45.75408,1.8
4.79041,45.75588,84.3
4.79023,45.75767,17.8
4.79006,45.75947,201.3
4.78972,45.76306,8.3
4.78955,45.76486,7.4
4.78937,45.76666,29.4
4.78920,45.76845,1.9
4.78851,45.77564,1.6
4.78834,45.77744,1.6
4.78817,45.77924,1.6
4.78800,45.78103,1.6
4.78783,45.78283,117.9
4.78765,45.78463,1.6
4.78748,45.78642,129.4
4.78731,45.78822,508.0
4.78697,45.79181,65.2
4.78662,45.79541,23.8
4.78645,45.79720,2.3
4.78628,45.79900,12.1
4.78610,45.80080,9.0
4.78593,45.80259,116.2
4.77678,45.89782,201.4
4.77661,45.89962,1.6
4.77644,45.90141,176.2
4.77609,45.90501,1.6
4.77574,45.90860,12.6
4.77540,45.91219,25.7
4.77522,45.91399,1.6
4.77505,45.91579,9.8
4.80427,45.63740,5.7
4.80410,45.63920,4.3
4.80342,45.64639,7.8
4.80308,45.64998,4.3
4.80291,45.65178,5.7
4.79949,45.68772,1.5
4.79931,45.68952,22.9
4.79914,45.69131,1.5
4.79897,45.69311,5.4
4.79863,45.69671,19.5
4.79846,45.69850,33.7
4.79760,45.70749,37.6
4.79743,45.70928,3.3
4.79726,45.71108,1.8
4.79692,45.71467,24.6
4.79674,45.71647,12.6
4.79640,45.72007,18.0
4.79623,45.72186,13.8
4.79589,45.72546,3.7
4.79537,45.73085,351.0
4.79520,45.73264,7.5
4.79503,45.73444,9.8
4.79486,45.73624,12.7
4.79469,45.73803,1.4
4.79434,45.74163,282.1
4.79400,45.74522,1.4
4.79366,45.74882,3.6
4.79348,45.75061,15.4
4.79331,45.75241,1.8
4.79297,45.75600,22.6
4.79280,45.75780,19.0
4.79262,45.75960,14.8
4.79228,45.76319,1.8
4.79211,45.76499,203.6
4.79194,45.76678,9.5
4.79177,45.76858,43.4
4.79159,45.77038,54.3
4.79142,45.77217,154.1
4.79125,45.77397,195.8
4.79091,45.77757,45.3
4.79073,45.77936,17.5
4.79056,45.78116,1.6
4.79039,45.78296,4.4
4.79022,45.78475,9.8
4.79005,45.78655,80.4
4.78987,45.78835,5.8
4.78970,45.79014,23.2
4.78953,45.79194,1.2
4.78936,45.79374,4.3
4.78919,45.79553,28.1
4.78901,45.79733,42.5
4.78884,45.79913,38.6
4.78867,45.80092,1369.8
4.78815,45.80631,6.6
4.78591,45.82967,13.3
4.77918,45.89974,4.4
4.77900,45.90154,4.4
4.77883,45.90334,3.3
4.77849,45.90693,4.4
4.77814,45.91052,1.6
4.77779,45.91412,146.6
4.77762,45.91591,17.5
4.77641,45.92849,4.4
4.80666,45.63933,4.3
4.80632,45.64292,2.1
4.80598,45.64652,8.5
4.80581,45.64831,4.3
4.80564,45.65011,20.6
4.80187,45.68964,33.7
4.80153,45.69324,2.9
4.80016,45.70761,1.8
4.79999,45.70941,3.6
4.79982,45.71121,1.8
4.79965,45.71300,1.8
4.79948,45.71480,19.8
4.79930,45.71660,179.1
4.79913,45.71839,1.8
4.79896,45.72019,39.5
4.79879,45.72199,5.4
4.79845,45.72558,2.8
4.79828,45.72738,2.8
4.79759,45.73457,71.7
4.79742,45.73636,13.6
4.79725,45.73816,4.2
4.79708,45.73996,8.0
4.79690,45.74175,17.8
4.79639,45.74714,10.8
4.79622,45.74894,231.6
4.79605,45.75074,95.6
4.79587,45.75254,1.8
4.79570,45.75433,15.4
4.79553,45.75613,212.5
4.79536,45.75793,42.2
4.79519,45.75972,46.3
4.79502,45.76152,8.3
4.79484,45.76332,141.7
4.79467,45.76511,14.2
4.79450,45.76691,29.0
4.79398,45.77230,174.6
4.79381,45.77410,325.1
4.79364,45.77589,39.2
4.79330,45.77949,47.0
4.79313,45.78128,44.3
4.79295,45.78308,7.4
4.79278,45.78488,3.2
4.79261,45.78668,39.6
4.79244,45.78847,47.5
4.79209,45.79207,19.5
4.79192,45.79386,57.3
4.79175,45.79566,212.2
4.79158,45.79746,4.7
4.79141,45.79925,2.3
4.79072,45.80644,1.8
4.79054,45.80824,9.0
4.79037,45.81003,17.5
4.79020,45.81183,1.8
4.79003,45.81363,1.8
4.78951,45.81902,1.8
4.78899,45.82441,1.8
4.78865,45.82800,1.8
4.78175,45.89987,58.5
4.78140,45.90346,37.8
4.78088,45.90885,8.2
4.78071,45.91065,17.5
4.78054,45.91245,16.4
4.80922,45.63945,2.1
4.80905,45.64125,10.6
4.80819,45.65023,2.1
4.80495,45.68438,2.9
4.80477,45.68617,2.9
4.80460,45.68797,42.5
4.80443,45.68977,8.3
4.80426,45.69157,12.2
4.80409,45.69336,17.6
4.80392,45.69516,2.9
4.80289,45.70594,4.8
4.80255,45.70954,96.4
4.80238,45.71133,124.0
4.80221,45.71313,218.7
4.80204,45.71493,6.6
4.80152,45.72032,31.7
4.80135,45.72211,3.6
4.80118,45.72391,1.4
4.80101,45.72571,1.4
4.80049,45.73110,1.4
4.80032,45.73290,3.7
4.80015,45.73469,2.8
4.79998,45.73649,419.4
4.79981,45.73829,1.4
4.79964,45.74008,13.6
4.79947,45.74188,1.4
4.79929,45.74368,71.2
4.79912,45.74547,24.8
4.79895,45.74727,30.0
4.79878,45.74907,231.5
4.79861,45.75086,81.2
4.79844,45.75266,3.6
4.79826,45.75446,93.8
4.79809,45.75625,385.3
4.79792,45.75805,1.8
4.79775,45.75985,958.2
4.79741,45.76344,151.3
4.79706,45.76704,24.8
4.79689,45.76883,189.4
4.79672,45.77063,80.2
4.79655,45.77243,92.3
4.79638,45.77422,346.1
4.79620,45.77602,732.8
4.79603,45.77782,45.4
4.79586,45.77961,293.3
4.79569,45.78141,14.8
4.79552,45.78321,85.5
4.79534,45.78500,323.4
4.79517,45.78680,138.2
4.79500,45.78860,87.6
4.79483,45.79039,1.2
4.79466,45.79219,2.3
4.79449,45.79399,39.8
4.79431,45.79579,50.7
4.79414,45.79758,5.9
4.79397,45.79938,1.2
4.79311,45.80836,19.3
4.79294,45.81016,1.8
4.79277,45.81196,19.3
4.79225,45.81735,1.8
4.79208,45.81914,1.8
4.79173,45.82274,5.4
4.79139,45.82633,4.8
4.79122,45.82813,12.6
4.78414,45.90179,8.2
4.78397,45.90359,4.4
4.81126,45.64497,107.8
4.81109,45.64677,163.2
4.81075,45.65036,2.1
4.81058,45.65216,105.7
4.80870,45.67192,4.1
4.80699,45.68989,5.9
4.80682,45.69169,36.1
4.80665,45.69349,14.2
4.80614,45.69888,72.7
4.80597,45.70068,4289.2
4.80579,45.70247,41.3
4.80562,45.70427,36.5
4.80528,45.70786,204.9
4.80511,45.70966,1.8
4.80477,45.71325,263.0
4.80460,45.71505,49.7
4.80443,45.71685,1.8
4.80408,45.72044,13.8
4.80391,45.72224,6.6
4.80374,45.72404,1.8
4.80357,45.72583,1.4
4.80306,45.73122,8.9
4.80288,45.73302,20.2
4.80271,45.73482,47.8
4.80254,45.73661,22.0
4.80237,45.73841,2.8
4.80203,45.74201,1.4
4.80151,45.74740,17.3
4.80134,45.74919,36.6
4.80117,45.75099,45.9
4.80100,45.75279,1.8
4.80065,45.75638,65.3
4.80031,45.75997,70.1
4.80014,45.76177,10.7
4.79997,45.76357,500.6
4.79945,45.76896,253.8
4.79928,45.77076,973.9
4.79911,45.77255,50.1
4.79894,45.77435,19.5
4.79877,45.77615,154.0
4.79860,45.77794,727.5
4.79842,45.77974,168.8
4.79825,45.78154,78.6
4.79808,45.78333,12.1
4.79774,45.78693,53.3
4.79756,45.78872,78.6
4.79739,45.79052,37.5
4.79636,45.80130,9.0
4.79619,45.80310,1.8
4.79602,45.80490,6.6
4.79550,45.81029,111.3
4.79499,45.81568,6.6
4.79481,45.81747,3.6
4.79464,45.81927,1.8
4.79447,45.82107,1.8
4.79430,45.82286,3.6
4.79413,45.82466,1.8
4.79395,45.82646,24.1
4.79344,45.83185,1.8
4.79327,45.83364,9.0
4.78688,45.90012,4.4
4.78671,45.90192,37.8
4.78585,45.91090,1.6
4.81365,45.64689,102.9
4.81348,45.64869,160.3
4.81331,45.65049,2.1
4.81314,45.65228,28.4
4.81177,45.66666,1.6
4.81006,45.68463,1.6
4.80972,45.68822,2.9
4.80955,45.69002,21.5
4.80938,45.69182,14.6
4.80921,45.69361,592.5
4.80904,45.69541,1.5
4.80887,45.69721,69.1
4.80870,45.69900,9.0
4.80853,45.70080,13.8
4.80835,45.70260,17.4
4.80818,45.70440,494.8
4.80801,45.70619,9.0
4.80784,45.70799,9.0
4.80733,45.71338,149.2
4.80716,45.71518,198.9
4.80699,45.71697,162.9
4.80681,45.71877,54.5
4.80664,45.72057,65.3
4.80596,45.72776,58.1
4.80562,45.73135,17.3
4.80527,45.73494,802.7
4.80510,45.73674,208.5
4.80493,45.73854,3.7
4.80476,45.74033,2.8
4.80459,45.74213,140.1
4.80442,45.74393,1.4
4.80425,45.74572,1.4
4.80407,45.74752,47.3
4.80373,45.75112,10.1
4.80356,45.75291,114.6
4.80339,45.75471,7.1
4.80322,45.75651,98.6
4.80305,45.75830,181.1
4.80287,45.76010,177.5
4.80270,45.76190,165.5
4.80253,45.76369,240.6
4.80219,45.76729,116.6
4.80202,45.76908,641.5
4.80185,45.77088,23.2
4.80167,45.77268,7.4
4.80150,45.77447,188.3
4.80133,45.77627,172.5
4.80116,45.77807,883.1
4.80099,45.77987,224.7
4.80082,45.78166,36.4
4.80064,45.78346,42.2
4.80030,45.78705,49.1
4.80013,45.78885,38.5
4.79996,45.79065,29.0
4.79944,45.79604,1.8
4.79893,45.80143,17.5
4.79858,45.80502,1.8
4.79824,45.80861,40.3
4.79807,45.81041,107.1
4.79790,45.81221,151.7
4.79755,45.81580,10.2
4.79738,45.81760,3.6
4.79704,45.82119,18.1
4.79686,45.82299,3.6
4.79652,45.82658,1.8
4.79428,45.84994,10.5
4.78963,45.89845,31.7
4.78807,45.91462,10.4
4.81655,45.64342,26.8
4.81569,45.65241,2.1
4.81535,45.65600,51.1
4.81416,45.66858,3.1
4.81399,45.67038,5.7
4.81365,45.67397,1.6
4.81331,45.67757,1.6
4.81245,45.68655,4.1
4.81228,45.68835,5.4
4.81211,45.69015,163.0
4.81194,45.69194,5.4
4.81177,45.69374,18.1
4.81160,45.69554,116.7
4.81143,45.69733,37.6
4.81126,45.69913,3.6
4.81040,45.70811,6.6
4.81023,45.70991,1.8
4.81006,45.71171,466.7
4.80989,45.71351,137.2
4.80972,45.71530,197.7
4.80955,45.71710,460.1
4.80938,45.71890,3.6
4.80920,45.72069,464.3
4.80903,45.72249,1.8
4.80886,45.72429,1.8
4.80869,45.72608,54.5
4.80852,45.72788,86.3
4.80835,45.72968,80.2
4.80818,45.73147,1.8
4.80749,45.73866,2.8
4.80732,45.74046,1.4
4.80715,45.74226,8.0
4.80698,45.74405,9.8
4.80664,45.74765,1.4
4.80646,45.74944,12.2
4.80629,45.75124,3.6
4.80612,45.75304,41.0
4.80595,45.75483,63.5
4.80578,45.75663,223.2
4.80561,45.75843,1.8
4.80544,45.76023,1.6
4.80527,45.76202,4.2
4.80509,45.76382,7.4
4.80492,45.76562,246.4
4.80475,45.76741,109.2
4.80458,45.76921,1596.4
4.80441,45.77101,924.8
4.80424,45.77280,164.6
4.80407,45.77460,329.2
4.80389,45.77640,345.0
4.80372,45.77819,307.6
4.80355,45.77999,57.5
4.80338,45.78179,163.5
4.80304,45.78538,90.7
4.80286,45.78718,3.2
4.80269,45.78898,1.6
4.80252,45.79077,8.4
4.80218,45.79437,1.8
4.80183,45.79796,3.6
4.80166,45.79976,10.2
4.80149,45.80155,8.4
4.80132,45.80335,27.7
4.80115,45.80515,1.8
4.80098,45.80694,27.7
4.80080,45.80874,22.3
4.80063,45.81054,10.8
4.80046,45.81233,3.6
4.80029,45.81413,1.8
4.79960,45.82132,1.8
4.79943,45.82311,1.8
4.79616,45.85725,10.5
4.79185,45.90217,39.4
4.79116,45.90936,1.6
4.79064,45.91475,1.6
4.81808,45.65433,111.4
4.81774,45.65792,12.8
4.81757,45.65972,1.6
4.81672,45.66871,80.2
4.81655,45.67050,4.1
4.81501,45.68668,4.1
4.81484,45.68847,3.9
4.81467,45.69027,36.1
4.81450,45.69207,184.0
4.81433,45.69386,147.4
4.81416,45.69566,859.5
4.81399,45.69746,60.5
4.81313,45.70644,6.6
4.81296,45.70824,1.8
4.81279,45.71004,1.8
4.81262,45.71183,7.2
4.81245,45.71363,8.4
4.81228,45.71543,54.5
4.81211,45.71722,88.7
4.81194,45.71902,35.3
4.81176,45.72082,91.1
4.81159,45.72262,9.8
4.81142,45.72441,63.6
4.81125,45.72621,15.9
4.81108,45.72801,182.3
4.81057,45.73340,11.0
4.81040,45.73519,1.8
4.81023,45.73699,1.8
4.80988,45.74059,9.8
4.80937,45.74598,186.0
4.80920,45.74777,1.4
4.80903,45.74957,1.8
4.80886,45.75137,13.7
4.80868,45.75316,1.8
4.80851,45.75496,10.7
4.80834,45.75676,96.8
4.80817,45.75855,5.3
4.80800,45.76035,27.6
4.80783,45.76215,5.8
4.80766,45.76394,5.8
4.80731,45.76754,7.4
4.80714,45.76934,1496.7
4.80697,45.77113,111.3
4.80680,45.77293,172.5
4.80663,45.77473,309.2
4.80646,45.77652,294.4
4.80629,45.77832,235.8
4.80611,45.78012,315.5
4.80594,45.78191,23.7
4.80560,45.78551,3.2
4.80543,45.78730,253.8
4.80457,45.79629,1.8
4.80405,45.80168,91.5
4.80371,45.80527,1.8
4.80354,45.80707,14.4
4.80337,45.80887,1.8
4.80302,45.81246,3.6
4.80285,45.81426,1.8
4.80268,45.81605,1.8
4.79907,45.85379,10.5
4.79890,45.85558,164.0
4.79838,45.86097,122.1
4.79821,45.86277,10.5
4.79804,45.86457,31.4
4.79666,45.87894,1.8
4.79511,45.89511,1.8
4.79373,45.90948,1.6
4.82251,45.63469,45.3
4.82234,45.63649,82.3
4.82030,45.65805,5.7
4.81979,45.66344,3.1
4.81962,45.66524,1.6
4.81893,45.67243,114.3
4.81876,45.67422,37.2
4.81859,45.67602,5.7
4.81791,45.68321,5.7
4.81740,45.68860,3.9
4.81706,45.69219,62.5
4.81689,45.69399,72.7
4.81672,45.69579,289.4
4.81655,45.69758,80.5
4.81638,45.69938,19.2
4.81620,45.70118,1.8
4.81586,45.70477,52.1
4.81569,45.70657,23.4
4.81535,45.71016,41.3
4.81518,45.71196,1.8
4.81501,45.71376,14.4
4.81484,45.71555,1.8
4.81467,45.71735,8.5
4.81415,45.72274,113.2
4.81398,45.72454,15.3
4.81381,45.72634,8.6
4.81364,45.72813,21.4
4.81347,45.72993,3.7
4.81330,45.73173,336.5
4.81313,45.73352,3.7
4.81193,45.74610,1.4
4.81176,45.74790,5.5
4.81159,45.74970,15.4
4.81142,45.75149,3.6
4.81125,45.75329,261.2
4.81108,45.75509,107.5
4.81090,45.75688,118.7
4.81073,45.75868,23.7
4.81039,45.76227,1.6
4.81005,45.76587,3.2
4.80988,45.76766,3.2
4.80953,45.77126,44.3
4.80936,45.77305,529.7
4.80919,45.77485,94.4
4.80885,45.77845,285.9
4.80868,45.78024,234.2
4.80851,45.78204,1240.3
4.80833,45.78384,1763.1
4.80816,45.78563,30.6
4.80799,45.78743,91.8
4.80782,45.78923,7.9
4.80748,45.79282,5.4
4.80696,45.79821,259.4
4.80679,45.80001,622.3
4.80628,45.80540,5.4
4.80576,45.81079,1.8
4.80559,45.81259,3.6
4.80542,45.81438,3.6
4.80490,45.81977,3.6
4.80473,45.82157,1.8
4.80164,45.85391,10.5
4.80129,45.85750,10.5
4.80112,45.85930,10.5
4.80095,45.86110,111.7
4.79906,45.88086,1.8
4.79888,45.88266,1.8
4.79871,45.88446,91.6
4.79837,45.88805,42.4
4.79819,45.88985,1.8
4.79802,45.89164,1.8
4.79768,45.89524,17.8
4.79716,45.90063,1.6
4.82490,45.63661,246.4
4.82473,45.63841,85.1
4.82439,45.64200,139.6
4.82252,45.66177,1.6
4.82217,45.66536,15.0
4.82200,45.66716,1.6
4.82166,45.67075,45.5
4.82149,45.67255,209.5
4.82132,45.67435,45.0
4.82115,45.67615,3.1
4.82098,45.67794,1.6
4.82081,45.67974,1.6
4.81962,45.69232,25.9
4.81945,45.69412,47.6
4.81928,45.69591,181.1
4.81911,45.69771,106.4
4.81893,45.69951,91.1
4.81876,45.70130,21.0
4.81859,45.70310,1.8
4.81808,45.70849,415.1
4.81791,45.71029,17.4
4.81774,45.71208,6.6
4.81757,45.71388,244.4
4.81740,45.71568,144.4
4.81723,45.71748,28.2
4.81706,45.71927,12.8
4.81654,45.72466,63.6
4.81637,45.72646,6.7
4.81620,45.72826,47.1
4.81569,45.73365,426.2
4.81552,45.73545,424.2
4.81535,45.73724,190.9
4.81518,45.73904,450.2
4.81501,45.74084,804.1
4.81483,45.74263,188.2
4.81449,45.74623,4.9
4.81432,45.74802,3.6
4.81398,45.75162,90.2
4.81381,45.75341,90.2
4.81364,45.75521,300.4
4.81347,45.75701,289.7
4.81330,45.75880,31.5
4.81312,45.76060,1.8
4.81295,45.76240,10.7
4.81261,45.76599,16.9
4.81244,45.76779,12.1
4.81227,45.76959,451.1
4.81210,45.77138,265.4
4.81193,45.77318,817.2
4.81175,45.77498,1068.6
4.81158,45.77677,33.0
4.81141,45.77857,76.1
4.81124,45.78037,78.1
4.81107,45.78216,81.2
4.81090,45.78396,1037.7
4.81073,45.78576,134.0
4.81056,45.78755,44.3
4.81038,45.78935,428.9
4.80970,45.79654,1.8
4.80953,45.79834,320.8
4.80936,45.80013,127.0
4.80918,45.80193,8.4
4.80901,45.80373,3.6
4.80850,45.80912,1.5
4.80815,45.81271,1.5
4.80764,45.81810,1.8
4.80575,45.83787,1.5
4.80369,45.85943,10.5
4.80180,45.87919,17.8
4.80162,45.88099,11.1
4.80145,45.88279,11.1
4.80128,45.88458,60.9
4.80094,45.88818,1.8
4.82763,45.63494,1.4
4.82677,45.64392,763.8
4.82507,45.66189,1.6
4.82439,45.66908,1.6
4.82422,45.67088,3.1
4.82405,45.67268,41.4
4.82388,45.67447,9.3
4.82286,45.68526,1.6
4.82252,45.68885,43.4
4.82235,45.69065,170.2
4.82218,45.69244,278.8
4.82201,45.69424,95.2
4.82184,45.69604,776.4
4.82166,45.69783,19.5
4.82132,45.70143,79.1
4.82115,45.70323,90.5
4.82098,45.70502,18.0
4.82081,45.70682,41.3
4.82064,45.70862,188.1
4.82047,45.71041,70.7
4.82030,45.71221,381.0
4.82013,45.71401,642.2
4.81996,45.71580,134.8
4.81979,45.71760,49.7
4.81842,45.73198,61.7
4.81825,45.73377,29.5
4.81791,45.73737,30.2
4.81774,45.73916,459.2
4.81757,45.74096,182.3
4.81740,45.74276,319.7
4.81723,45.74456,86.8
4.81705,45.74635,1.2
4.81688,45.74815,15.9
4.81671,45.74995,1.8
4.81654,45.75174,67.1
4.81637,45.75354,17.2
4.81620,45.75534,58.8
4.81603,45.75713,136.0
4.81586,45.75893,55.8
4.81569,45.76073,26.1
4.81552,45.76252,3.6
4.81534,45.76432,1.8
4.81517,45.76612,4.2
4.81500,45.76791,214.0
4.81483,45.76971,722.4
4.81466,45.77151,17.9
4.81449,45.77331,10.1
4.81432,45.77510,7.4
4.81415,45.77690,4.0
4.81398,45.77870,46.5
4.81380,45.78049,21.5
4.81363,45.78229,2.0
4.81329,45.78588,796.6
4.81312,45.78768,877.9
4.81295,45.78948,2617.8
4.81278,45.79127,78.6
4.81209,45.79846,452.6
4.81175,45.80206,3.6
4.81158,45.80385,1.5
4.81038,45.81643,1.5
4.81020,45.81823,3.6
4.81003,45.82002,4.8
4.80969,45.82362,1.5
4.80952,45.82541,1.5
4.80660,45.85596,10.5
4.80454,45.87752,4.9
4.80402,45.88291,65.2
4.80385,45.88471,17.8
4.80368,45.88650,11.1
4.80350,45.88830,44.3
4.80264,45.89728,1.8
4.83001,45.63686,1.4
4.82916,45.64585,26.8
4.82746,45.66382,26.9
4.82712,45.66741,1.6
4.82695,45.66921,4.1
4.82661,45.67280,1.6
4.82627,45.67640,35.7
4.82593,45.67999,1.6
4.82559,45.68358,1.6
4.82542,45.68538,1.6
4.82525,45.68718,9.3
4.82508,45.68897,7.2
4.82457,45.69437,676.1
4.82439,45.69616,35.9
4.82422,45.69796,34.7
4.82405,45.69976,133.0
4.82388,45.70155,1.8
4.82371,45.70335,32.3
4.82354,45.70515,1.8
4.82337,45.70694,9.6
4.82303,45.71054,89.3
4.82286,45.71234,17.4
4.82167,45.72491,12.5
4.82132,45.72851,433.2
4.82098,45.73210,67.6
4.82047,45.73749,109.6
4.82030,45.73929,311.5
4.82013,45.74109,6949.2
4.81996,45.74288,311.5
4.81979,45.74468,242.0
4.81962,45.74648,11.8
4.81945,45.74827,116.7
4.81927,45.75007,934.4
4.81910,45.75187,598.4
4.81876,45.75546,45.1
4.81859,45.75726,6.5
4.81842,45.75906,8.9
4.81825,45.76085,14.8
4.81791,45.76445,177.5
4.81774,45.76624,119.8
