lon,lat,jobs
4.81757,45.76804,2.3
4.81739,45.76984,25.7
4.81722,45.77163,112.0
4.81688,45.77523,72.0
4.81671,45.77702,51.8
4.81654,45.77882,109.8
4.81637,45.78062,101.0
4.81620,45.78242,2.0
4.81603,45.78421,2.0
4.81568,45.78781,1745.7
4.81551,45.78960,36.4
4.81534,45.79140,502.8
4.81517,45.79320,157.7
4.81500,45.79499,9.7
4.81448,45.80038,1.8
4.81431,45.80218,4.1
4.81397,45.80577,4.1
4.81380,45.80757,1.5
4.81363,45.80937,1.5
4.81346,45.81116,3.0
4.81311,45.81476,379.5
4.81226,45.82374,3.0
4.81208,45.82554,5.6
4.81191,45.82734,1.5
4.80710,45.87765,1.8
4.80693,45.87944,1.8
4.80676,45.88124,1.8
4.80642,45.88483,17.8
4.80624,45.88663,1.8
4.80607,45.88843,1.8
4.80573,45.89202,9.2
4.80556,45.89382,4.9
4.83257,45.63699,1.4
4.83121,45.65136,346.3
4.82985,45.66574,7.8
4.82934,45.67113,1.6
4.82849,45.68011,4.1
4.82815,45.68371,35.7
4.82798,45.68551,26.4
4.82781,45.68730,151.0
4.82764,45.68910,202.8
4.82747,45.69090,23.3
4.82730,45.69269,119.5
4.82712,45.69449,18.0
4.82695,45.69629,140.2
4.82678,45.69808,9.0
4.82661,45.69988,77.9
4.82644,45.70168,14.4
4.82627,45.70348,4.8
4.82593,45.70707,915.3
4.82491,45.71785,57.7
4.82474,45.71965,6.5
4.82423,45.72504,76.6
4.82406,45.72684,3118.5
4.82389,45.72863,903.0
4.82371,45.73043,898.7
4.82354,45.73223,64.2
4.82337,45.73402,381.5
4.82320,45.73582,37.5
4.82286,45.73941,3.1
4.82269,45.74121,171.7
4.82252,45.74301,399.5
4.82235,45.74481,403.0
4.82218,45.74660,320.9
4.82201,45.74840,203.1
4.82184,45.75020,46.0
4.82167,45.75199,348.5
4.82150,45.75379,32.7
4.82132,45.75559,6.5
4.82115,45.75738,332.5
4.82098,45.75918,41.0
4.82081,45.76098,556.9
4.82064,45.76277,65.3
4.82047,45.76457,8.9
4.82030,45.76637,36.6
4.82013,45.76817,16.1
4.81996,45.76996,12.3
4.81979,45.77176,130.4
4.81961,45.77356,64.0
4.81944,45.77535,18.9
4.81927,45.77715,116.5
4.81910,45.77895,255.9
4.81893,45.78074,122.5
4.81876,45.78254,100.3
4.81859,45.78434,4.0
4.81842,45.78613,4.0
4.81825,45.78793,2.0
4.81790,45.79152,2345.0
4.81756,45.79512,81.8
4.81739,45.79692,1.6
4.81722,45.79871,1.8
4.81653,45.80590,1.5
4.81636,45.80770,3.0
4.81619,45.80949,1.5
4.81602,45.81129,1.5
4.81585,45.81309,3.0
4.81568,45.81488,13.7
4.81551,45.81668,1.5
4.81482,45.82387,7.6
4.81242,45.84902,15.4
4.80984,45.87597,1.8
4.80950,45.87957,1.8
4.80830,45.89215,9.3
4.80812,45.89394,1.6
4.83530,45.63531,3.7
4.83139,45.67665,35.7
4.83122,45.67844,4.1
4.83088,45.68204,1.6
4.83071,45.68383,71.9
4.83054,45.68563,156.2
4.83037,45.68743,273.6
4.83019,45.68922,1.6
4.82985,45.69282,106.6
4.82951,45.69641,70.1
4.82934,45.69821,1.8
4.82900,45.70180,9.6
4.82883,45.70360,11.4
4.82832,45.70899,9.0
4.82747,45.71798,53.4
4.82730,45.71977,3.4
4.82713,45.72157,141.2
4.82696,45.72337,22.8
4.82679,45.72516,51.2
4.82662,45.72696,854.3
4.82645,45.72876,127.0
4.82611,45.73235,192.1
4.82593,45.73415,6.5
4.82576,45.73595,29.3
4.82559,45.73774,171.4
4.82542,45.73954,9.9
4.82525,45.74134,7.5
4.82508,45.74313,312.7
4.82491,45.74493,285.2
4.82474,45.74673,690.6
4.82457,45.74852,1026.8
4.82440,45.75032,149.3
4.82423,45.75212,122.6
4.82406,45.75392,216.1
4.82389,45.75571,57.0
4.82372,45.75751,64.7
4.82354,45.75931,580.0
4.82337,45.76110,513.5
4.82320,45.76290,54.0
4.82286,45.76649,24.3
4.82269,45.76829,17.6
4.82252,45.77009,42.2
4.82235,45.77188,567.1
4.82218,45.77368,276.6
4.82201,45.77548,228.9
4.82184,45.77728,47.1
4.82167,45.77907,375.7
4.82149,45.78087,48.5
4.82132,45.78267,17.5
4.82115,45.78446,21.5
4.82098,45.78626,2.0
4.82081,45.78806,464.3
4.82064,45.78985,148.6
4.82047,45.79165,325.5
4.82030,45.79345,140.3
4.82013,45.79524,83.4
4.81995,45.79704,7.4
4.81961,45.80063,27.0
4.81927,45.80423,1.5
4.81893,45.80782,36.5
4.81859,45.81142,3.0
4.81841,45.81321,8.1
4.81824,45.81501,168.2
4.81807,45.81681,84.6
4.81790,45.81860,5.6
4.81773,45.82040,1.5
4.81756,45.82220,1.5
4.81670,45.83118,5.1
4.81172,45.88329,4.9
4.81087,45.89227,77.2
4.83802,45.63364,1.4
4.83785,45.63544,1.4
4.83768,45.63723,31.9
4.83734,45.64083,20.3
4.83717,45.64263,14.8
4.83700,45.64442,3.7
4.83632,45.65161,31.9
4.83496,45.66599,39.4
4.83275,45.68935,1551.2
4.83207,45.69654,41.3
4.83190,45.69833,1.8
4.83173,45.70013,6.6
4.83156,45.70193,4.8
4.83139,45.70373,6.6
4.83122,45.70552,63.5
4.83020,45.71630,6.5
4.83003,45.71810,39.6
4.82952,45.72349,90.4
4.82918,45.72709,72.3
4.82901,45.72888,62.4
4.82884,45.73068,258.4
4.82867,45.73248,19.4
4.82850,45.73427,192.5
4.82833,45.73607,157.2
4.82815,45.73787,23.7
4.82798,45.73966,10.3
4.82747,45.74506,108.4
4.82730,45.74685,1319.8
4.82713,45.74865,74.6
4.82696,45.75045,69.1
4.82679,45.75224,526.0
4.82662,45.75404,329.2
4.82645,45.75584,222.7
4.82628,45.75763,67.4
4.82611,45.75943,609.1
4.82594,45.76123,378.8
4.82577,45.76303,834.1
4.82560,45.76482,446.4
4.82542,45.76662,93.2
4.82525,45.76842,54.5
4.82508,45.77021,32.2
4.82491,45.77201,126.9
4.82474,45.77381,155.3
4.82457,45.77560,109.8
4.82440,45.77740,50.5
4.82423,45.77920,455.9
4.82406,45.78099,142.7
4.82389,45.78279,5.4
4.82372,45.78459,108.9
4.82337,45.78818,3.7
4.82320,45.78998,10.3
4.82303,45.79178,20.6
4.82252,45.79717,4.2
4.82235,45.79896,10.0
4.82201,45.80256,27.8
4.82183,45.80435,1.5
4.82149,45.80795,5.6
4.82115,45.81154,1.5
4.82081,45.81513,3.0
4.82064,45.81693,3.0
4.82012,45.82232,55.2
4.81995,45.82412,1.5
4.81927,45.83131,1.9
4.81910,45.83310,7.0
4.81824,45.84209,3.2
4.81584,45.86724,5.0
4.81446,45.88162,8.6
4.81395,45.88701,154.9
4.81378,45.88880,65.8
4.81343,45.89240,154.9
4.84041,45.63556,1.4
4.84007,45.63916,96.2
4.83990,45.64095,26.4
4.83973,45.64275,47.2
4.83956,45.64455,15.7
4.83429,45.70026,412.7
4.83412,45.70205,43.1
4.83395,45.70385,448.7
4.83276,45.71643,12.5
4.83242,45.72002,64.2
4.83225,45.72182,12.5
4.83208,45.72362,108.9
4.83174,45.72721,143.8
4.83157,45.72901,333.3
4.83140,45.73081,74.5
4.83123,45.73260,1.3
4.83106,45.73440,355.7
4.83089,45.73620,27.6
4.83072,45.73799,24.1
4.83055,45.73979,70.6
4.83020,45.74338,84.4
4.82986,45.74698,46.7
4.82969,45.74877,86.0
4.82952,45.75057,396.7
4.82935,45.75237,837.5
4.82918,45.75417,405.4
4.82901,45.75596,341.7
4.82884,45.75776,386.1
4.82867,45.75956,47.2
4.82850,45.76135,100.3
4.82833,45.76315,848.4
4.82816,45.76495,293.9
4.82799,45.76674,225.6
4.82782,45.76854,118.5
4.82765,45.77034,239.3
4.82747,45.77213,42.9
4.82730,45.77393,253.7
4.82713,45.77573,223.6
4.82696,45.77753,81.5
4.82679,45.77932,402.7
4.82662,45.78112,23.6
4.82645,45.78292,35.7
4.82628,45.78471,9.7
4.82611,45.78651,18.3
4.82577,45.79010,61.2
4.82560,45.79190,1.7
4.82543,45.79370,1.7
4.82525,45.79549,59.6
4.82491,45.79909,7.4
4.82474,45.80088,26.9
4.82457,45.80268,11.6
4.82440,45.80448,1.6
4.82423,45.80628,1.5
4.82389,45.80987,4.1
4.82372,45.81167,3.0
4.82354,45.81346,4.1
4.82320,45.81706,3.0
4.82286,45.82065,5.6
4.82235,45.82604,14.7
4.82166,45.83323,1.9
4.82149,45.83502,1.9
4.82132,45.83682,1.9
4.82115,45.83862,3.8
4.82063,45.84401,3.2
4.82046,45.84581,1.6
4.81823,45.86916,3.8
4.81669,45.88534,64.4
4.81652,45.88713,159.6
4.81635,45.88893,388.1
4.84297,45.63569,2.8
4.84280,45.63748,1.4
4.84263,45.63928,2.8
4.84246,45.64108,2.8
4.83753,45.69319,41.3
4.83719,45.69679,89.3
4.83583,45.71116,6.5
4.83532,45.71655,6.5
4.83498,45.72015,33.2
4.83481,45.72195,64.2
4.83447,45.72554,449.6
4.83430,45.72734,1542.9
4.83413,45.72913,33.2
4.83396,45.73093,166.6
4.83379,45.73273,3098.7
4.83362,45.73452,62.4
4.83345,45.73632,85.7
4.83328,45.73812,781.6
4.83311,45.73991,1013.7
4.83294,45.74171,64.2
4.83277,45.74351,7.8
4.83260,45.74531,95.6
4.83243,45.74710,131.8
4.83208,45.75070,59.7
4.83191,45.75249,396.7
4.83174,45.75429,295.0
4.83157,45.75609,542.5
4.83140,45.75788,118.6
4.83123,45.75968,314.2
4.83106,45.76148,2926.8
4.83089,45.76328,33.8
4.83072,45.76507,36.9
4.83055,45.76687,240.4
4.83038,45.76867,534.9
4.83021,45.77046,77.5
4.83004,45.77226,144.2
4.82987,45.77406,348.8
4.82970,45.77585,435.0
4.82953,45.77765,210.1
4.82936,45.77945,140.1
4.82918,45.78124,12.1
4.82901,45.78304,7.2
4.82884,45.78484,3.4
4.82850,45.78843,1.7
4.82833,45.79023,4.6
4.82816,45.79203,41.2
4.82765,45.79742,14.2
4.82748,45.79921,8.4
4.82731,45.80101,54.3
4.82713,45.80281,4.2
4.82696,45.80460,4.2
4.82679,45.80640,22.3
4.82628,45.81179,7.6
4.82611,45.81359,4.1
4.82543,45.82078,1.5
4.82491,45.82617,1.5
4.82389,45.83695,37.5
4.82080,45.86929,11.3
4.82046,45.87288,1.9
4.81943,45.88366,47.8
4.81926,45.88546,57.6
4.81909,45.88726,93.8
4.81891,45.88905,132.6
4.81874,45.89085,35.8
4.81857,45.89265,162.2
4.81840,45.89444,1.6
4.81771,45.90163,154.9
4.84518,45.63941,1.4
4.84434,45.64839,3.7
4.84349,45.65738,31.9
4.84128,45.68074,39.4
4.83788,45.71668,1.3
4.83771,45.71848,28.4
4.83703,45.72566,486.2
4.83686,45.72746,738.9
4.83669,45.72926,46.1
4.83652,45.73105,13.8
4.83635,45.73285,9.5
4.83618,45.73465,564.1
4.83601,45.73645,587.8
4.83584,45.73824,2721.0
4.83567,45.74004,987.8
4.83550,45.74184,64.2
4.83533,45.74363,214.0
4.83516,45.74543,558.5
4.83499,45.74723,433.6
4.83482,45.74902,1353.8
4.83448,45.75262,28.3
4.83431,45.75442,1410.6
4.83414,45.75621,1243.2
4.83397,45.75801,989.1
4.83379,45.75981,958.5
4.83362,45.76160,976.1
4.83345,45.76340,1354.8
4.83328,45.76520,646.4
4.83311,45.76699,627.0
4.83294,45.76879,273.8
4.83277,45.77059,208.2
4.83260,45.77238,120.0
4.83243,45.77418,364.0
4.83226,45.77598,839.0
4.83209,45.77778,445.8
4.83192,45.77957,295.6
4.83175,45.78137,4821.7
4.83158,45.78317,12.6
4.83124,45.78676,298.2
4.83107,45.78856,20.0
4.83089,45.79035,3.4
4.83072,45.79215,6.9
4.83055,45.79395,87.0
4.83038,45.79574,8.0
4.83021,45.79754,39.6
4.83004,45.79934,43.8
4.82987,45.80114,36.4
4.82953,45.80473,3.2
4.82936,45.80653,5.6
4.82867,45.81371,275.1
4.82850,45.81551,14.7
4.82833,45.81731,1.5
4.82816,45.81910,1.5
4.82679,45.83348,7.0
4.82645,45.83707,43.9
4.82628,45.83887,52.8
4.82594,45.84246,1.6
4.82577,45.84426,1.6
4.82560,45.84606,159.0
4.82354,45.86762,7.6
4.82320,45.87121,31.4
4.82286,45.87481,104.9
4.82148,45.88918,205.7
4.82131,45.89098,170.5
4.82114,45.89277,60.6
4.82097,45.89457,24.9
4.82080,45.89637,38.9
4.82063,45.89816,339.9
4.84757,45.64133,1.4
4.84554,45.66289,6.3
4.84537,45.66469,1.7
4.84265,45.69344,4.0
4.84095,45.71141,14.6
4.84078,45.71321,34.8
4.84044,45.71680,34.8
4.84027,45.71860,105.5
4.84010,45.72040,29.7
4.83993,45.72219,37.5
4.83976,45.72399,42.6
4.83959,45.72579,505.5
4.83942,45.72759,1819.3
4.83925,45.72938,118.4
4.83908,45.73118,1.3
4.83891,45.73298,47.4
4.83874,45.73477,35.3
4.83857,45.73657,65.5
4.83840,45.73837,1412.4
4.83823,45.74016,960.7
4.83806,45.74196,261.4
4.83789,45.74376,93.9
4.83772,45.74556,63.7
4.83755,45.74735,1543.3
4.83738,45.74915,3807.0
4.83721,45.75095,1797.8
4.83670,45.75634,86.0
4.83653,45.75813,1681.6
4.83636,45.75993,883.4
4.83619,45.76173,1154.1
4.83602,45.76352,2171.0
4.83585,45.76532,1520.9
4.83568,45.76712,9278.2
4.83551,45.76892,501.6
4.83533,45.77071,262.7
4.83516,45.77251,63.3
4.83499,45.77431,81.2
4.83482,45.77610,216.8
4.83465,45.77790,291.6
4.83448,45.77970,126.6
4.83431,45.78149,136.7
4.83414,45.78329,281.0
4.83397,45.78509,12.6
4.83380,45.78688,392.7
4.83363,45.78868,277.0
4.83346,45.79048,4.6
4.83329,45.79228,3.4
4.83312,45.79407,1.7
4.83295,45.79587,14.9
4.83261,45.79946,6.3
4.83243,45.80126,78.6
4.83226,45.80306,4.2
4.83175,45.80845,437.2
4.83158,45.81024,1.5
4.83141,45.81204,75.5
4.83124,45.81384,1.5
4.83090,45.81743,5.6
4.83073,45.81923,1.5
4.83038,45.82282,1.5
4.83021,45.82462,3.6
4.82902,45.83720,14.6
4.82885,45.83899,5.1
4.82868,45.84079,4.8
4.82850,45.84259,61.1
4.82833,45.84438,4.8
4.82816,45.84618,17.0
4.82799,45.84798,1.6
4.82765,45.85157,1.6
4.82696,45.85876,1.5
4.82628,45.86595,1.5
4.82525,45.87673,9.4
4.82405,45.88930,15.5
4.82388,45.89110,280.3
4.82371,45.89290,20.7
4.82354,45.89469,86.5
4.82319,45.89829,120.7
4.84928,45.65044,6.9
4.84894,45.65403,5.1
4.84877,45.65583,3.7
4.84826,45.66122,8.6
4.84809,45.66302,20.0
4.84792,45.66481,18.3
4.84776,45.66661,25.7
4.84759,45.66841,16.6
4.84742,45.67021,13.1
4.84708,45.67380,855.7
4.84657,45.67919,8.6
4.84623,45.68278,34.8
4.84606,45.68458,528.7
4.84504,45.69536,756.9
4.84419,45.70435,1.5
4.84385,45.70794,5.6
4.84351,45.71154,29.3
4.84334,45.71333,13.1
4.84249,45.72232,3398.4
4.84215,45.72591,326.8
4.84198,45.72771,1.3
4.84181,45.72951,323.8
4.84164,45.73130,12.5
4.84147,45.73310,390.1
4.84130,45.73490,161.0
4.84113,45.73670,901.3
4.84096,45.73849,105.1
4.84079,45.74029,871.5
4.84062,45.74209,291.5
4.84045,45.74388,402.2
4.84028,45.74568,369.9
4.84011,45.74748,207.6
4.83994,45.74927,215.7
4.83977,45.75107,1404.2
4.83960,45.75287,380.7
4.83943,45.75467,142.1
4.83926,45.75646,4.0
4.83892,45.76006,1.2
4.83875,45.76185,289.1
4.83858,45.76365,477.7
4.83841,45.76545,97.4
4.83824,45.76724,613.2
4.83807,45.76904,414.5
4.83790,45.77084,375.0
4.83773,45.77263,70.9
4.83756,45.77443,95.1
4.83739,45.77623,19.5
4.83722,45.77803,76.1
4.83705,45.77982,37.7
4.83688,45.78162,20.9
4.83670,45.78342,39.5
4.83653,45.78521,23.5
4.83636,45.78701,458.5
4.83619,45.78881,3.4
4.83602,45.79060,13.7
4.83585,45.79240,39.5
4.83568,45.79420,50.4
4.83534,45.79779,3.2
4.83517,45.79959,7.4
4.83500,45.80138,72.8
4.83483,45.80318,15.3
4.83466,45.80498,38.0
4.83449,45.80678,38.0
4.83432,45.80857,35.0
4.83363,45.81576,4.1
4.83295,45.82295,3.3
4.83278,45.82474,3.6
4.83244,45.82834,1.8
4.83227,45.83013,1.8
4.83158,45.83732,20.4
4.83141,45.83912,1.9
4.83090,45.84451,104.2
4.83073,45.84631,10.6
4.83056,45.84810,15.4
4.83039,45.84990,15.4
4.83022,45.85170,334.9
4.82833,45.87146,7.4
4.82816,45.87326,1.5
4.82748,45.88045,47.8
4.82662,45.88943,164.8
4.82645,45.89123,12.4
4.82628,45.89302,35.8
4.82576,45.89841,4.1
4.82525,45.90380,1.6
4.85336,45.63439,3.7
4.85048,45.66494,260.3
4.85031,45.66674,23.4
4.85014,45.66853,106.2
4.84997,45.67033,1.7
4.84981,45.67213,95.3
4.84964,45.67392,127.3
4.84879,45.68291,472.1
4.84828,45.68830,4.0
4.84726,45.69908,106.0
4.84709,45.70088,378.2
4.84692,45.70268,75.2
4.84641,45.70807,1.5
4.84607,45.71166,85.3
4.84590,45.71346,113.1
4.84573,45.71526,14.6
4.84505,45.72244,847.9
4.84488,45.72424,1368.9
4.84471,45.72604,836.7
4.84454,45.72784,484.4
4.84437,45.72963,146.0
4.84386,45.73502,3.4
4.84369,45.73682,4.7
4.84352,45.73862,18.9
4.84335,45.74041,177.4
4.84318,45.74221,1219.9
4.84301,45.74401,6.5
4.84284,45.74580,43.1
4.84267,45.74760,271.3
4.84250,45.74940,403.9
4.84233,45.75120,503.4
4.84216,45.75299,193.3
4.84199,45.75479,365.2
4.84182,45.75659,638.5
4.84165,45.75838,578.0
4.84148,45.76018,3659.1
4.84131,45.76198,159.3
4.84114,45.76377,134.2
4.84097,45.76557,251.0
4.84080,45.76737,93.8
4.84063,45.76917,41.9
4.84046,45.77096,54.2
4.84029,45.77276,21.5
4.84012,45.77456,12.1
4.83995,45.77635,58.6
4.83978,45.77815,25.6
4.83961,45.77995,49.8
4.83944,45.78174,18.1
4.83927,45.78354,17.7
4.83910,45.78534,44.6
4.83893,45.78713,324.0
4.83876,45.78893,3.4
4.83859,45.79073,20.0
4.83842,45.79253,104.7
4.83825,45.79432,26.9
4.83808,45.79612,1.7
4.83790,45.79792,4.6
4.83756,45.80151,5.8
4.83739,45.80331,4.2
4.83722,45.80510,3.2
4.83705,45.80690,1.6
4.83688,45.80870,1.5
4.83671,45.81049,3.0
4.83603,45.81768,759.4
4.83569,45.82128,19.3
4.83552,45.82307,1.8
4.83535,45.82487,1.8
4.83517,45.82667,3.6
4.83415,45.83745,8.3
4.83398,45.83924,10.0
4.83364,45.84284,88.0
4.83295,45.85003,23.4
4.83278,45.85182,29.2
4.83261,45.85362,40.4
4.83244,45.85542,18.7
4.83193,45.86081,11.6
4.83159,45.86440,3.0
4.83141,45.86620,31.3
4.83124,45.86799,1.5
4.83107,45.86979,7.1
4.83073,45.87338,1.5
4.83056,45.87518,34.9
4.82987,45.88237,10.4
4.82953,45.88596,405.8
4.82936,45.88776,67.9
4.82919,45.88955,47.7
4.82902,45.89135,7.8
4.82868,45.89495,86.5
4.82850,45.89674,1.6
4.85321,45.66327,66.8
4.85304,45.66506,26.8
4.85287,45.66686,25.1
4.85270,45.66866,4.6
4.85253,45.67045,85.1
4.85236,45.67225,130.7
4.85219,45.67405,69.1
4.85202,45.67585,495.5
4.84931,45.70460,544.8
4.84914,45.70640,331.2
4.84880,45.70999,50.5
4.84863,45.71179,127.2
4.84846,45.71358,240.9
4.84829,45.71538,158.6
4.84761,45.72257,161.9
4.84744,45.72437,59.4
4.84710,45.72796,333.7
4.84609,45.73874,390.1
4.84592,45.74054,74.5
4.84558,45.74413,59.9
4.84541,45.74593,97.7
4.84524,45.74773,425.4
4.84507,45.74952,401.3
4.84490,45.75132,388.0
4.84473,45.75312,456.4
4.84456,45.75491,610.3
4.84438,45.75671,369.9
4.84421,45.75851,914.3
4.84404,45.76031,425.2
4.84387,45.76210,3010.2
4.84370,45.76390,487.3
4.84353,45.76570,391.3
4.84336,45.76749,500.8
4.84319,45.76929,590.5
4.84302,45.77109,902.6
4.84285,45.77288,319.1
4.84268,45.77468,80.9
4.84251,45.77648,8.2
4.84217,45.78007,95.6
4.84200,45.78187,23.5
4.84183,45.78367,115.6
4.84166,45.78546,3.4
4.84149,45.78726,14.9
4.84132,45.78906,11.4
4.84115,45.79085,26.9
4.84098,45.79265,1.7
4.84081,45.79445,3.4
4.84064,45.79624,55.5
4.84030,45.79984,13.2
4.83945,45.80882,1.8
4.83928,45.81062,1.8
4.83910,45.81242,5.1
4.83893,45.81421,1.5
4.83876,45.81601,33.7
4.83859,45.81781,1.8
4.83825,45.82140,19.3
4.83774,45.82679,1.8
4.83689,45.83578,18.9
4.83672,45.83757,18.9
4.83654,45.83937,15.4
4.83637,45.84117,66.2
4.83620,45.84296,4.7
4.83552,45.85015,1.6
4.83535,45.85195,1.6
4.83518,45.85374,1.6
4.83501,45.85554,1.5
4.83484,45.85734,1.5
4.83467,45.85913,1.5
4.83449,45.86093,757.3
4.83398,45.86632,3.0
4.83364,45.86992,36.4
4.83347,45.87171,5.6
4.83313,45.87531,15.2
4.83278,45.87890,1.5
4.83261,45.88070,9.7
4.83210,45.88609,20.1
4.83176,45.88968,4.1
4.83107,45.89687,1.6
4.83056,45.90226,1.6
4.85594,45.66159,16.6
4.85577,45.66339,52.0
4.85560,45.66519,1.7
4.85543,45.66698,20.0
4.85526,45.66878,472.7
4.85492,45.67238,325.4
4.85475,45.67417,184.4
4.85458,45.67597,357.9
4.85408,45.68136,170.7
4.85323,45.69035,1.5
4.85289,45.69394,14.6
4.85272,45.69574,38.9
4.85187,45.70472,90.4
4.85170,45.70652,170.7
4.85153,45.70832,64.1
4.85136,45.71011,174.2
4.85102,45.71371,46.5
4.85085,45.71551,196.9
4.84967,45.72808,106.8
4.84882,45.73707,571.7
4.84848,45.74066,44.8
4.84831,45.74246,388.4
4.84814,45.74426,269.1
4.84797,45.74605,395.7
4.84780,45.74785,161.9
4.84763,45.74965,159.3
4.84746,45.75145,419.0
4.84729,45.75324,366.8
4.84712,45.75504,321.5
4.84695,45.75684,883.6
4.84678,45.75863,824.3
4.84661,45.76043,794.1
4.84644,45.76223,501.6
4.84627,45.76402,2285.9
4.84610,45.76582,557.3
4.84593,45.76762,483.9
4.84576,45.76941,801.3
4.84559,45.77121,344.7
4.84542,45.77301,208.5
4.84525,45.77481,318.0
4.84508,45.77660,14.0
4.84457,45.78199,5.2
4.84440,45.78379,37.2
4.84388,45.78918,3.4
4.84371,45.79098,115.6
4.84354,45.79277,16.6
4.84337,45.79457,8.6
4.84320,45.79637,894.6
4.84303,45.79817,57.8
4.84269,45.80176,3.4
4.84184,45.81074,41.6
4.84133,45.81613,25.9
4.84099,45.81973,47.0
4.84082,45.82153,19.9
4.84065,45.82332,160.8
4.84031,45.82692,1.8
4.83945,45.83590,10.0
4.83911,45.83949,1.6
4.83860,45.84488,3.5
4.83826,45.84848,3.5
4.83689,45.86285,1.5
4.83552,45.87723,1.5
4.83518,45.88082,34.6
4.83501,45.88262,12.5
4.83467,45.88621,18.0
4.83416,45.89160,1.6
4.83398,45.89340,1.6
4.83381,45.89520,1.6
4.83261,45.90777,4.1
4.85833,45.66351,8.0
4.85816,45.66531,8.0
4.85782,45.66891,1.7
4.85765,45.67070,3.4
4.85731,45.67430,13.1
4.85680,45.67969,8.6
4.85663,45.68149,78.8
4.85646,45.68328,12.0
4.85596,45.68867,36.4
4.85579,45.69047,11.1
4.85562,45.69227,1.5
4.85545,45.69407,14.6
4.85528,45.69586,154.0
4.85511,45.69766,75.2
4.85443,45.70485,36.4
4.85426,45.70664,15.7
4.85409,45.70844,1057.4
4.85392,45.71024,62.1
4.85375,45.71204,15.1
4.85358,45.71383,33.3
4.85341,45.71563,79.3
4.85324,45.71743,342.2
4.85307,45.71922,186.9
4.85257,45.72461,1037.1
4.85223,45.72821,63.1
4.85206,45.73001,88.6
4.85172,45.73360,27.3
4.85155,45.73540,6.7
4.85138,45.73719,103.8
4.85121,45.73899,9.3
4.85104,45.74079,192.9
4.85087,45.74258,130.0
4.85070,45.74438,34.9
4.85053,45.74618,97.7
4.85036,45.74798,89.1
4.85019,45.74977,126.6
4.85002,45.75157,132.6
4.84985,45.75337,114.2
4.84968,45.75516,484.5
4.84951,45.75696,278.0
4.84934,45.75876,394.6
4.84917,45.76055,2502.6
4.84900,45.76235,1566.2
4.84883,45.76415,1142.8
4.84866,45.76595,355.8
4.84849,45.76774,1463.4
4.84832,45.76954,553.8
4.84815,45.77134,401.2
4.84798,45.77313,484.5
4.84781,45.77493,94.3
4.84713,45.78212,16.9
4.84696,45.78391,17.2
4.84679,45.78571,66.4
4.84645,45.78931,13.7
4.84611,45.79290,46.9
4.84594,45.79470,3.4
4.84577,45.79649,8.0
4.84560,45.79829,148.2
4.84543,45.80009,8.6
4.84526,45.80188,1.7
4.84475,45.80727,171.1
4.84458,45.80907,3.4
4.84389,45.81626,43.4
4.84372,45.81806,6.6
4.84321,45.82345,1.8
4.84304,45.82524,1.8
4.84202,45.83602,6.6
4.84185,45.83782,3.3
4.84151,45.84142,1.8
4.84099,45.84681,1.8
4.84082,45.84860,1.8
4.84065,45.85040,1.8
4.84031,45.85399,20.7
4.84014,45.85579,16.0
4.83895,45.86837,12.7
4.83878,45.87016,5.5
4.83860,45.87196,4.2
4.83843,45.87376,79.6
4.83826,45.87556,174.5
4.83809,45.87735,130.9
4.83792,45.87915,52.6
4.83775,45.88095,2.1
4.83758,45.88274,2.1
4.83741,45.88454,10.4
4.83638,45.89532,1.6
4.83621,45.89712,16.1
4.83604,45.89891,1.6
4.83587,45.90071,1.6
4.83570,45.90251,1.6
4.86072,45.66544,1.7
4.86021,45.67083,12.6
4.86004,45.67262,1.7
4.85987,45.67442,63.4
4.85970,45.67622,1.7
4.85953,45.67802,1.7
4.85936,45.67981,4.6
4.85919,45.68161,16.6
4.85902,45.68341,1.7
4.85852,45.68880,5.6
4.85835,45.69060,1.5
4.85818,45.69239,4.5
4.85801,45.69419,9.6
4.85784,45.69599,13.1
4.85767,45.69778,4.4
4.85750,45.69958,2.7
4.85733,45.70138,1.5
4.85716,45.70317,7.1
4.85699,45.70497,4.5
4.85682,45.70677,145.9
4.85665,45.70857,47.5
4.85648,45.71036,169.7
4.85631,45.71216,8.6
4.85614,45.71396,14.6
4.85597,45.71575,179.3
4.85581,45.71755,23.8
4.85564,45.71935,14.2
4.85547,45.72115,2.7
4.85530,45.72294,8.2
4.85513,45.72474,1.4
4.85496,45.72654,63.5
4.85479,45.72833,24.0
4.85462,45.73013,60.3
4.85445,45.73193,12.7
4.85428,45.73372,32.2
4.85411,45.73552,162.0
4.85394,45.73732,34.6
4.85377,45.73912,3.4
4.85360,45.74091,118.4
4.85343,45.74271,6.0
4.85309,45.74630,1.3
4.85292,45.74810,222.6
4.85275,45.74990,166.2
4.85258,45.75169,430.4
4.85241,45.75349,1172.6
4.85224,45.75529,180.9
4.85207,45.75709,528.3
4.85190,45.75888,1703.4
4.85173,45.76068,303.6
4.85156,45.76248,758.0
4.85139,45.76427,3421.4
4.85122,45.76607,449.6
4.85105,45.76787,344.2
4.85088,45.76966,952.7
4.85071,45.77146,479.8
4.85054,45.77326,582.3
4.85037,45.77505,12.2
4.84969,45.78224,874.7
4.84952,45.78404,884.6
4.84935,45.78584,14.3
4.84867,45.79302,3.4
4.84850,45.79482,6.3
