# Fréquentation réelle des lignes, pour caler le moteur (scripts/modele/moteur.py).
# voyages_jour : fréquentation d'un jour de semaine ; une valeur annuelle est divisée par 265, comme pour le calage lyonnais d'origine.
# retenue : 1 si la ligne sert au calage, 0 sinon (la remarque dit pourquoi).
# bus : pour les bus, « site propre » (busway, Mettis, BHNS) ou « ligne forte » (Linéo, Chronostar, Lianes, Chronobus, sans site propre continu).
ville,ligne,mode,voyages_jour,valeur,unite,annee,source,retenue,remarque,bus
toulouse,L3,bhns,8823,2338039,validations par an,2025,https://tisseo-collectivites.fr/sites/default/files/media/downloads/TISSEO_Chiffres%20cles_2025_WEB.pdf (p. 58),1,Linéo,ligne forte
toulouse,L4,bhns,7269,1926179,validations par an,2025,https://tisseo-collectivites.fr/sites/default/files/media/downloads/TISSEO_Chiffres%20cles_2025_WEB.pdf (p. 58),1,Linéo,ligne forte
toulouse,L5,bhns,5990,1587294,validations par an,2025,https://tisseo-collectivites.fr/sites/default/files/media/downloads/TISSEO_Chiffres%20cles_2025_WEB.pdf (p. 58),1,Linéo,ligne forte
toulouse,L6,bhns,7137,1891384,validations par an,2025,https://tisseo-collectivites.fr/sites/default/files/media/downloads/TISSEO_Chiffres%20cles_2025_WEB.pdf (p. 58),1,Linéo,ligne forte
toulouse,L8,bhns,8894,2356925,validations par an,2025,https://tisseo-collectivites.fr/sites/default/files/media/downloads/TISSEO_Chiffres%20cles_2025_WEB.pdf (p. 58),1,Linéo,ligne forte
toulouse,L9,bhns,16834,4461129,validations par an,2025,https://tisseo-collectivites.fr/sites/default/files/media/downloads/TISSEO_Chiffres%20cles_2025_WEB.pdf (p. 58),1,Linéo,ligne forte
toulouse,L10,bhns,7268,1926045,validations par an,2025,https://tisseo-collectivites.fr/sites/default/files/media/downloads/TISSEO_Chiffres%20cles_2025_WEB.pdf (p. 58),1,Linéo,ligne forte
toulouse,L11,bhns,5335,1413887,validations par an,2025,https://tisseo-collectivites.fr/sites/default/files/media/downloads/TISSEO_Chiffres%20cles_2025_WEB.pdf (p. 58),1,Linéo,ligne forte
toulouse,L14,bhns,11679,3094862,validations par an,2025,https://tisseo-collectivites.fr/sites/default/files/media/downloads/TISSEO_Chiffres%20cles_2025_WEB.pdf (p. 58),1,Linéo,ligne forte
toulouse,L7,bhns,8371,8371,validations par jour type,2025,https://tisseo-collectivites.fr/sites/default/files/media/downloads/TISSEO_Chiffres%20cles_2025_WEB.pdf (p. 58),0,Linéo ouverte en septembre 2025,ligne forte
toulouse,L12,bhns,15422,15422,validations par jour type,2025,https://tisseo-collectivites.fr/sites/default/files/media/downloads/TISSEO_Chiffres%20cles_2025_WEB.pdf (p. 58),0,Linéo ouverte en septembre 2025,ligne forte
montpellier,1,tram,115165,30518722,voyages par an,2019,"https://www.ccomptes.fr/system/files/2023-02/OCR2023-06.pdf (p. 101, tableau 44)",1,validations redressées ; réseau d'avant la gratuité (2023) et la ligne 5 (2025),
montpellier,2,tram,45962,12179883,voyages par an,2019,"https://www.ccomptes.fr/system/files/2023-02/OCR2023-06.pdf (p. 101, tableau 44)",1,validations redressées ; réseau d'avant la gratuité (2023) et la ligne 5 (2025),
montpellier,3,tram,67547,17899893,voyages par an,2019,"https://www.ccomptes.fr/system/files/2023-02/OCR2023-06.pdf (p. 101, tableau 44)",1,validations redressées ; réseau d'avant la gratuité (2023) et la ligne 5 (2025),
montpellier,4,tram,25158,6666980,voyages par an,2019,"https://www.ccomptes.fr/system/files/2023-02/OCR2023-06.pdf (p. 101, tableau 44)",1,validations redressées ; réseau d'avant la gratuité (2023) et la ligne 5 (2025),
montpellier,5,tram,40000,40000,voyageurs par jour,2026,https://echo-des-tribunes.com/herault-tribune/articles/montpellier-bus-tramway-ligne-5-ce-qui-change-sur-le-reseau-tam-a-la-rentree,0,ouverte en décembre 2025,
grenoble,A,tram,58879,15603000,voyageurs par an,2022,https://www.pss-archi.eu/forum/viewtopic.php?pid=888302 (recopie actu.fr du 31 janvier 2023),1,chiffre de presse recopié sur un forum ; année encore marquée par le covid,
grenoble,B,tram,42528,11270000,voyageurs par an,2022,https://www.pss-archi.eu/forum/viewtopic.php?pid=888302 (recopie actu.fr du 31 janvier 2023),1,chiffre de presse recopié sur un forum ; année encore marquée par le covid,
grenoble,C,tram,30540,8093000,voyageurs par an,2022,https://www.pss-archi.eu/forum/viewtopic.php?pid=888302 (recopie actu.fr du 31 janvier 2023),1,chiffre de presse recopié sur un forum ; année encore marquée par le covid,
grenoble,E,tram,23136,6131000,voyageurs par an,2022,https://www.pss-archi.eu/forum/viewtopic.php?pid=888302 (recopie actu.fr du 31 janvier 2023),1,chiffre de presse recopié sur un forum ; année encore marquée par le covid,
grenoble,D,tram,2343,621000,voyageurs par an,2022,https://www.pss-archi.eu/forum/viewtopic.php?pid=888302 (recopie actu.fr du 31 janvier 2023),0,prolongée jusqu’aux gares en août 2024,
saint-etienne,T1,tram,51613,13677420,voyageurs par an,2022,https://fr.wikipedia.org/wiki/Tramway_de_Saint-%C3%89tienne (cite le rapport 2022 de Saint-Étienne Métropole),1,fraude estimée comprise ; lu sur Wikipédia,
saint-etienne,T2,tram,7812,2070209,voyageurs par an,2022,https://fr.wikipedia.org/wiki/Tramway_de_Saint-%C3%89tienne (cite le rapport 2022 de Saint-Étienne Métropole),1,fraude estimée comprise ; lu sur Wikipédia,
saint-etienne,T3,tram,19364,5131407,voyageurs par an,2022,https://fr.wikipedia.org/wiki/Tramway_de_Saint-%C3%89tienne (cite le rapport 2022 de Saint-Étienne Métropole),1,fraude estimée comprise ; lu sur Wikipédia,
dijon,T1,tram,42113,11159914,voyageurs par an,2024,"Dijon Métropole, rapport annuel du délégataire 2024, annexe III (conseil du 26 juin 2025, p. 51)",1,constatés à bord,
dijon,T2,tram,47772,12659535,voyageurs par an,2024,"Dijon Métropole, rapport annuel du délégataire 2024, annexe III (conseil du 26 juin 2025, p. 51)",1,constatés à bord,
dijon,L3,bhns,12240,3243594,voyageurs par an,2024,"Dijon Métropole, rapport annuel du délégataire 2024, annexe III (conseil du 26 juin 2025, p. 51)",1,"Liane, constatés à bord",ligne forte
dijon,L4,bhns,4168,1104546,voyageurs par an,2024,"Dijon Métropole, rapport annuel du délégataire 2024, annexe III (conseil du 26 juin 2025, p. 51)",1,"Liane, constatés à bord",ligne forte
dijon,L5,bhns,16599,4398627,voyageurs par an,2024,"Dijon Métropole, rapport annuel du délégataire 2024, annexe III (conseil du 26 juin 2025, p. 51)",1,"Liane, constatés à bord",ligne forte
dijon,L6,bhns,10334,2738591,voyageurs par an,2024,"Dijon Métropole, rapport annuel du délégataire 2024, annexe III (conseil du 26 juin 2025, p. 51)",1,"Liane, constatés à bord",ligne forte
dijon,L7,bhns,2963,785317,voyageurs par an,2024,"Dijon Métropole, rapport annuel du délégataire 2024, annexe III (conseil du 26 juin 2025, p. 51)",1,"Liane, constatés à bord",ligne forte
dijon,L8,bhns,4928,1306040,voyageurs par an,2024,"Dijon Métropole, rapport annuel du délégataire 2024, annexe III (conseil du 26 juin 2025, p. 51)",1,"Liane, constatés à bord",ligne forte
dijon,L9,bhns,2967,786371,voyageurs par an,2024,"Dijon Métropole, rapport annuel du délégataire 2024, annexe III (conseil du 26 juin 2025, p. 51)",1,"Liane, constatés à bord",ligne forte
tours,A,tram,73434,19460000,voyages par an,2025,https://www.tours.fr/actualites/une-nouvelle-annee-record-pour-le-reseau-fil-bleu/,1,,
tours,2,bhns,22642,6000000,voyages par an,2025,https://www.tours.fr/actualites/une-nouvelle-annee-record-pour-le-reseau-fil-bleu/,1,Tempo,site propre
angers,A,tram,31962,8470000,voyages par an,2022,"https://www.strmtg.developpement-durable.gouv.fr/IMG/pdf/rapport_annuel_tw_2022_v1.pdf (tableau 2.1, p. 8)",0,réseau redessiné en juillet 2023 avec les lignes B et C,
rouen,M,tram,63875,16927000,voyages par an,2024,"https://www.metropole-rouen-normandie.fr/file-download/download/public/632513 (observatoire des mobilités, chiffres clés 2024, p. 6)",1,"le « métro », tram en partie souterrain, ses deux branches réunies ; hors titres SMS et paiement sans contact",
rouen,T1,bhns,19155,5076000,voyages par an,2024,"https://www.metropole-rouen-normandie.fr/file-download/download/public/632513 (observatoire des mobilités, chiffres clés 2024, p. 6)",1,TEOR ; hors titres SMS et paiement sans contact,site propre
rouen,T2,bhns,20291,5377000,voyages par an,2024,"https://www.metropole-rouen-normandie.fr/file-download/download/public/632513 (observatoire des mobilités, chiffres clés 2024, p. 6)",1,TEOR ; hors titres SMS et paiement sans contact,site propre
rouen,T3,bhns,18453,4890000,voyages par an,2024,"https://www.metropole-rouen-normandie.fr/file-download/download/public/632513 (observatoire des mobilités, chiffres clés 2024, p. 6)",1,TEOR ; hors titres SMS et paiement sans contact,site propre
rouen,T4,bhns,11223,2974000,voyages par an,2024,"https://www.metropole-rouen-normandie.fr/file-download/download/public/632513 (observatoire des mobilités, chiffres clés 2024, p. 6)",0,TEOR ; hors titres SMS et paiement sans contact ; prolongée à l’Esigelec en janvier 2026,site propre
le-mans,T1,tram,33208,8800000,voyages par an,2025,"https://www.donnees.pays-de-la-loire.developpement-durable.gouv.fr/publications/tcu/2025/ort_frequentation_tcu.html (DREAL Pays de la Loire, d'après la Setram)",1,tram coupé quatre semaines l’été 2025 pour allonger les quais,
le-mans,T2,tram,26792,7100000,voyages par an,2025,"https://www.donnees.pays-de-la-loire.developpement-durable.gouv.fr/publications/tcu/2025/ort_frequentation_tcu.html (DREAL Pays de la Loire, d'après la Setram)",1,tram coupé quatre semaines l’été 2025 pour allonger les quais,
le-mans,T3,bhns,5835,1546239,voyages par an,2025,"https://www.donnees.pays-de-la-loire.developpement-durable.gouv.fr/publications/tcu/2025/ort_frequentation_tcu.html (DREAL Pays de la Loire, d'après la Setram)",1,Tempo,site propre
